wallet,num_proposals,weight
0x149477f884094820b413b59cdace31ccdca387e4,16,0.054795
0x7f21b3e952ae82d10f66e03a9b39d198728a31e0,16,0.054795
0xf1cd34afa3e93559ef2e26e06d39a1a707be4fb4,16,0.054795
0xcf638db965f331d83bed792b02076a5e72a48b11,14,0.047945
0x8d46fd7160940d89da026d59b2e819208e714e82,13,0.044521
0x147510ebb636d80bb080de8fbb3df2e925a26e15,12,0.041096
0x1523afb8e48cfad26700191495e2672f7140080f,12,0.041096
0x160fbd013c8821403f9f5f6868b6f50cda050be3,12,0.041096
0x21ff9d23e14f3ec0cfc90fa624ef224418fcc5a8,12,0.041096
0x38dcfa6b1263c33fbbc2bafd4882a7dd5027472d,12,0.041096
0x4d12a4aad451c3209ed3a660e463ba71fef37d7c,12,0.041096
0x7a04bd08fc016eaf2fa2090bf52ddc26012517a8,12,0.041096
0x93e0990c31f0933ae4578901c4fce42ed3bcf6ee,12,0.041096
0x95d2538129c1fac1afebc5c765a406e5f28888f9,12,0.041096
0xa0d0d863ceaa8c65e579b75474c46dddc8e4604a,12,0.041096
0xacc94d70faf5539197307bc6e01907e60d760b28,12,0.041096
0xbef8f29e284b14817cf6e6a4e29fc93360ac9999,12,0.041096
0xc4cd22191f27d2cbcab7ba7be07b3655688147bc,12,0.041096
0xd71230207b61d8a72021b9fb509e469dc5ba1366,12,0.041096
0xe6b84dad5d26de2712d0c524dab35610e71b452d,12,0.041096
0xe8eeeada50b535f415d630791f330dabf3870877,12,0.041096
0xee2acdcd6c9d46e216ccaab94899f26234d258a7,12,0.041096
0xf2b26a38f626a377afaca16532a55316c18df0fa,12,0.041096
0xa6ac718a9bc4f265f6e1297168e55d05d3722bf3,11,0.037671
0xd248a27d2bbacb0ff7d8d92d48a62d6a090832ae,11,0.037671
0xed4ca23fe53a936f3b74906b731f730dfd269508,11,0.037671
0x451d5140852b90ba1f337d9094a359323341fad2,9,0.030822
0x295c8a1e704f4b6ff1e9adcfc5ab5ff96a85fa11,5,0.017123
0xd2f2ffc0a7b5ad0cca44c7c9ca11143e6e8bbba7,4,0.013699
0xec375ca92c72706c107e517fc4493674930af119,4,0.013699
0x14bfc79a2d8076a4e468f16640355bb47a68580b,3,0.010274
0x2e2bb9ad2ad0bc19728700896cc9562f24010552,3,0.010274
0x4bf88042de0220647acb314af3c5f310aec3bcc0,3,0.010274
0xbddefafa00c0453cefcca72d09db9c5b5c66899f,3,0.010274
0xc7d3e24f018401b34aec1858dca3f6e74155330d,3,0.010274
0xd144bd603b2399f578af0c6efc30cec9c727c8b2,3,0.010274
0x1091232c61eee86418dc93a5c895db3490386501,2,0.006849
0xa0ab8eddf14a5174688e2eb1bdb69cdf377142c3,2,0.006849
0xf0b7b2b988971264466483fff4d25e1d48747bfe,2,0.006849
