id,title,author,date_utc,num_wallets
0x7100d11d47d82da653e82eebfde8b5208ffc45f94d8d52e5e1f09b92ab871f09,[AGIP 155] A Partial Treasury Distribution (PTD),0xe5F6Dbc39334f3E79C149efB8C8c9c8dEc474aF1,2025-12-08,15
