position,gotchiID,formattedTokenID,name,withSetsRarityScore,kinship,experience,level,hauntId,owner,originalOwner,status,stakedAmount
1,7765,"""7765"",",@egornomic,637,3663,2930,8,1,0xcc251ba254a5a3c1d9c88661b42c1408162e8366,0xcc251ba254a5a3c1d9c88661b42c1408162e8366,3,0
2,8396,"""8396"",",KINSHIP,653,3652,4725,10,1,0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,3,0
3,7422,"""7422"",",Blind,752,3647,8225,13,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
4,8612,"""8612"",",Unity,508,3524,6025,11,1,0xe5f6dbc39334f3e79c149efb8c8c9c8dec474af1,0xe5f6dbc39334f3e79c149efb8c8c9c8dec474af1,3,278995000000000000000
5,7848,"""7848"",",BB,758,3515,8105,13,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
6,1743,"""1743"",",Pinkeye,817,3500,18940,20,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
7,1998,"""1998"",",Apollo,590,3483,5655,11,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
8,4350,"""4350"",",Whopper,736,3470,24535,23,1,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,3,0
9,1840,"""1840"",",Super-Polygon,563,3463,5020,11,1,0x262944448ec574dd5f82136964bbf189cc1ab579,0x262944448ec574dd5f82136964bbf189cc1ab579,3,0
10,4566,"""4566"",",KingShip Rank 11,544,3461,5445,11,1,0x38ff11d71e32d6a97da15bdcfbcdfccdeda9e637,0x38ff11d71e32d6a97da15bdcfbcdfccdeda9e637,3,0
11,8121,"""8121"",",Boomer,744,3461,4680,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
12,1836,"""1836"",",KingShip Rank 14,513,3460,5720,11,1,0x38ff11d71e32d6a97da15bdcfbcdfccdeda9e637,0x38ff11d71e32d6a97da15bdcfbcdfccdeda9e637,3,0
13,5935,"""5935"",",Voland,568,3459,7535,13,1,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0x2f08d099c60823ce5955e747909d216dcbc9bf21,3,0
14,7653,"""7653"",",Posvist Suslika,538,3458,6615,12,1,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0x2f08d099c60823ce5955e747909d216dcbc9bf21,3,0
15,8554,"""8554"",",KingShip Rank 18,488,3457,5570,11,1,0x38ff11d71e32d6a97da15bdcfbcdfccdeda9e637,0x38ff11d71e32d6a97da15bdcfbcdfccdeda9e637,3,0
16,1838,"""1838"",",Super-Alcoholism,497,3455,6520,12,1,0x262944448ec574dd5f82136964bbf189cc1ab579,0x262944448ec574dd5f82136964bbf189cc1ab579,3,0
17,4567,"""4567"",",Pokey,574,3455,5305,11,1,0x6519e6117480d140cd7d33163ac30fd01812f34a,0x6519e6117480d140cd7d33163ac30fd01812f34a,3,0
18,4564,"""4564"",",Pinky,580,3455,5300,11,1,0x6519e6117480d140cd7d33163ac30fd01812f34a,0x6519e6117480d140cd7d33163ac30fd01812f34a,3,0
19,4561,"""4561"",",Inky,540,3454,5300,11,1,0x6519e6117480d140cd7d33163ac30fd01812f34a,0x6519e6117480d140cd7d33163ac30fd01812f34a,3,0
20,3169,"""3169"",",Faust,633,3453,10400,15,1,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0x35001a8bdb3a224d05f086094c12fd4c9009986d,3,0
21,9175,"""9175"",",Puff,558,3453,6560,12,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
22,6447,"""6447"",",Barbie,621,3453,5995,11,1,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0x35001a8bdb3a224d05f086094c12fd4c9009986d,3,0
23,9634,"""9634"",",Clyde,587,3452,5305,11,1,0x6519e6117480d140cd7d33163ac30fd01812f34a,0x6519e6117480d140cd7d33163ac30fd01812f34a,3,0
24,6350,"""6350"",",Aavesome,651,3451,7825,13,1,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,3,0
25,4682,"""4682"",",Pacifist,549,3451,5255,11,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
26,4679,"""4679"",",Eva,505,3451,4745,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
27,662,"""662"",",Satan,456,3451,4745,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
28,4677,"""4677"",",69,497,3451,4745,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
29,4680,"""4680"",",Stani,492,3451,4745,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
30,4683,"""4683"",",Joe,490,3451,4745,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
31,4681,"""4681"",",X,459,3451,4745,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
32,4684,"""4684"",",420,474,3451,4745,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
33,7384,"""7384"",",H,423,3450,4745,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
34,3205,"""3205"",",Peach,497,3450,4735,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
35,8863,"""8863"",",Diogenes,662,3449,7520,13,1,0x180f207f8747a966ec94277a69610162d7fa3ff1,0x180f207f8747a966ec94277a69610162d7fa3ff1,3,0
36,1668,"""1668"",",Super-Miner,505,3449,5020,11,1,0x262944448ec574dd5f82136964bbf189cc1ab579,0x262944448ec574dd5f82136964bbf189cc1ab579,3,0
37,4090,"""4090"",",Darling,527,3448,4745,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
38,3749,"""3749"",",Metataakser,613,3447,5535,11,1,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0x2f08d099c60823ce5955e747909d216dcbc9bf21,3,0
39,8061,"""8061"",",@LoveGotchi,499,3447,4790,10,1,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,3,0
40,1483,"""1483"",",Eternity,572,3446,5600,11,1,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,3,0
41,4301,"""4301"",",bunbogionac,488,3445,5775,11,1,0xbff64d0aa474b778ed52209cf6b615b7619bfc94,0xbff64d0aa474b778ed52209cf6b615b7619bfc94,3,0
42,4302,"""4302"",",@bunbogionac,540,3445,5755,11,1,0xbff64d0aa474b778ed52209cf6b615b7619bfc94,0xbff64d0aa474b778ed52209cf6b615b7619bfc94,3,0
43,4650,"""4650"",",Luka Doncic,516,3445,5600,11,1,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,3,0
44,8440,"""8440"",",ENVY,546,3445,4965,10,1,0x180f207f8747a966ec94277a69610162d7fa3ff1,0x180f207f8747a966ec94277a69610162d7fa3ff1,3,0
45,5420,"""5420"",",Bentley,367,3444,5830,11,1,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0x35001a8bdb3a224d05f086094c12fd4c9009986d,3,0
46,8862,"""8862"",",Pi,568,3444,4975,10,1,0x180f207f8747a966ec94277a69610162d7fa3ff1,0x180f207f8747a966ec94277a69610162d7fa3ff1,3,0
47,8860,"""8860"",",Delysid,587,3444,4975,10,1,0x180f207f8747a966ec94277a69610162d7fa3ff1,0x180f207f8747a966ec94277a69610162d7fa3ff1,3,0
48,8439,"""8439"",",SatoshiStreetBets,592,3444,4965,10,1,0x180f207f8747a966ec94277a69610162d7fa3ff1,0x180f207f8747a966ec94277a69610162d7fa3ff1,3,0
49,9636,"""9636"",",Blinky,563,3444,4965,10,1,0x59fc6b4e064b62cc7aed200a71aef3eac36c1287,0x59fc6b4e064b62cc7aed200a71aef3eac36c1287,3,0
50,3736,"""3736"",",Ser Linky the Stinky,494,3444,4920,10,1,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,3,0
51,4232,"""4232"",",Love POAP,488,3444,4765,10,1,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,3,0
52,7992,"""7992"",",Tommy Gotchi,539,3444,4745,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
53,8443,"""8443"",",TEDDY,568,3443,4965,10,1,0x180f207f8747a966ec94277a69610162d7fa3ff1,0x180f207f8747a966ec94277a69610162d7fa3ff1,3,0
54,3407,"""3407"",",Vega,474,3442,5835,11,1,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0x35001a8bdb3a224d05f086094c12fd4c9009986d,3,0
55,3931,"""3931"",",Krug,502,3442,5830,11,1,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0x35001a8bdb3a224d05f086094c12fd4c9009986d,3,0
56,5737,"""5737"",",Ken,336,3441,5860,11,1,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0x35001a8bdb3a224d05f086094c12fd4c9009986d,3,0
57,673,"""673"",",StefCyo,544,3441,5265,11,1,0x7bd0fafe34a8b64afaf16166d644cdbb2b950aab,0x7bd0fafe34a8b64afaf16166d644cdbb2b950aab,3,0
58,8864,"""8864"",",Saviour,545,3441,4975,10,1,0x180f207f8747a966ec94277a69610162d7fa3ff1,0x180f207f8747a966ec94277a69610162d7fa3ff1,3,0
59,2851,"""2851"",",Love PolyMind,482,3441,4775,10,1,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,3,0
60,8099,"""8099"",",Coke,540,3440,6955,12,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
61,8823,"""8823"",",Super-Kids,377,3440,5020,11,1,0x262944448ec574dd5f82136964bbf189cc1ab579,0x262944448ec574dd5f82136964bbf189cc1ab579,3,0
62,6853,"""6853"",",Happy Fun Gotchi,533,3440,4910,10,1,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,3,0
63,9751,"""9751"",",Super-Farmer,418,3440,4855,10,1,0x262944448ec574dd5f82136964bbf189cc1ab579,0x262944448ec574dd5f82136964bbf189cc1ab579,3,0
64,4230,"""4230"",",Got Chi?,534,3440,4815,10,1,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,3,0
65,4693,"""4693"",",Kim,499,3440,4745,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
66,2209,"""2209"",",Peasant,329,3440,4735,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
67,8861,"""8861"",",OMEGA,538,3439,4970,10,1,0x180f207f8747a966ec94277a69610162d7fa3ff1,0x180f207f8747a966ec94277a69610162d7fa3ff1,3,0
68,2290,"""2290"",",Gotchi in Love,445,3439,4905,10,1,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,3,0
69,1014,"""1014"",",Skiny Kiny,502,3438,6500,12,1,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,3,0
70,5877,"""5877"",",Rocky Balboa,493,3438,4900,10,1,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,3,0
71,3515,"""3515"",",Vitalik,463,3438,4765,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
72,4489,"""4489"",",Bag,532,3438,4740,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
73,572,"""572"",",Sheet,701,3438,4720,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
74,2749,"""2749"",",Partner,603,3437,6700,12,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
75,7717,"""7717"",",Super-Devil,562,3437,4975,10,1,0x262944448ec574dd5f82136964bbf189cc1ab579,0x262944448ec574dd5f82136964bbf189cc1ab579,3,0
76,6912,"""6912"",",Cthulu,455,3436,8075,13,1,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,3,0
77,5684,"""5684"",",Kokusho,479,3436,5865,11,1,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0x35001a8bdb3a224d05f086094c12fd4c9009986d,3,0
78,577,"""577"",",haunt1,542,3436,5190,11,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
79,575,"""575"",",Buddy,541,3436,5185,11,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
80,568,"""568"",",chain,533,3436,5175,11,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
81,8588,"""8588"",",Love Gotchi,509,3436,4810,10,1,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,3,0
82,1021,"""1021"",",LMAO,530,3436,4720,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
83,8102,"""8102"",",Whispers,495,3436,4700,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
84,5221,"""5221"",",Spook,584,3436,4680,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
85,574,"""574"",",Polly,549,3435,6285,12,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
86,5079,"""5079"",",MP3,495,3435,5185,11,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
87,576,"""576"",",Loop,548,3435,5170,11,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
88,2261,"""2261"",",Alan Turing,591,3435,4665,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
89,9171,"""9171"",",singularity,483,3434,5200,11,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
90,571,"""571"",",Smurf,547,3434,5165,11,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
91,1083,"""1083"",",MrGreen,574,3434,5060,11,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
92,4906,"""4906"",",1,706,3434,4760,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
93,9602,"""9602"",",Ana,489,3434,4735,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
94,5154,"""5154"",",BELOW,656,3434,4675,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
95,8583,"""8583"",",Abbott,556,3434,4175,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
96,8205,"""8205"",",Armani,512,3434,4175,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
97,580,"""580"",",Zen Galaxy,533,3433,5165,11,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
98,3160,"""3160"",",Redeye,491,3433,4715,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
99,9023,"""9023"",",Generaal,604,3432,10595,15,1,0xd52a4333bd8cc9ab3c77df19ded4900b7849a07d,0xd52a4333bd8cc9ab3c77df19ded4900b7849a07d,3,0
100,3431,"""3431"",",Beer,531,3432,5175,11,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
101,5733,"""5733"",",LaMelo,592,3432,4805,10,1,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,3,0
102,6052,"""6052"",",BUTCH 4,552,3432,4200,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
103,1475,"""1475"",",Excalibur,663,3431,8245,13,1,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,3,0
104,2501,"""2501"",",Tokyo,546,3431,5925,11,1,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0x35001a8bdb3a224d05f086094c12fd4c9009986d,3,0
105,5682,"""5682"",",Duke,601,3431,5920,11,1,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0x35001a8bdb3a224d05f086094c12fd4c9009986d,3,0
106,3173,"""3173"",",Panasonic,479,3431,5835,11,1,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0x35001a8bdb3a224d05f086094c12fd4c9009986d,3,0
107,3852,"""3852"",",Pamp,481,3431,5175,11,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
108,573,"""573"",",Pearl,537,3431,5165,11,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
109,569,"""569"",",Sapphire,502,3431,5165,11,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
110,4083,"""4083"",",Cute,502,3431,4745,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
111,4560,"""4560"",",Mate,511,3431,4615,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
112,7480,"""7480"",",John Barron,569,3431,4195,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
113,2962,"""2962"",",BUTCH 6,533,3431,4195,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
114,4640,"""4640"",",Khaleesi,396,3430,4770,10,1,0xe88632728ed377f556cb964e6f670f6017d497e4,0xe88632728ed377f556cb964e6f670f6017d497e4,3,0
115,2500,"""2500"",",Dune,430,3429,5840,11,1,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0x35001a8bdb3a224d05f086094c12fd4c9009986d,3,0
116,5792,"""5792"",",Perceval,604,3429,4810,10,1,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,3,0
117,2359,"""2359"",",Satoshi,466,3429,4735,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
118,6274,"""6274"",",None,572,3429,4675,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
119,966,"""966"",",Eon,742,3429,4640,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
120,3371,"""3371"",",BUTCH 10,525,3429,4185,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
121,6375,"""6375"",",BUTCH 13,521,3429,4175,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
122,6351,"""6351"",",Taco,591,3428,5500,11,1,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,3,0
123,5945,"""5945"",",8bit,490,3428,5165,11,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
124,4701,"""4701"",",The Babadook,536,3428,4770,10,1,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,3,0
125,5106,"""5106"",",KingShip Rank 160,343,3428,4728,10,1,0x38ff11d71e32d6a97da15bdcfbcdfccdeda9e637,0x38ff11d71e32d6a97da15bdcfbcdfccdeda9e637,3,0
126,2128,"""2128"",",Ganesh,519,3428,4715,10,1,0xa33aa58fd2795ea89a84c19cacdad50915194980,0xa33aa58fd2795ea89a84c19cacdad50915194980,3,0
127,1207,"""1207"",",BUTCH 5,539,3428,4225,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
128,37,"""37"",",BUTCH 20,502,3428,4190,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
129,3938,"""3938"",",Lev,551,3428,4185,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
130,3934,"""3934"",",Yoda,598,3427,5100,11,1,0xe88632728ed377f556cb964e6f670f6017d497e4,0xe88632728ed377f556cb964e6f670f6017d497e4,3,0
131,514,"""514"",",Post Malone,530,3427,4805,10,1,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,3,0
132,600,"""600"",",BUTCH 15,517,3427,4175,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
133,3124,"""3124"",",BUTCH 25,481,3427,4170,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
134,8383,"""8383"",",Elora,536,3427,4170,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
135,6451,"""6451"",",The World,472,3426,5855,11,1,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0x35001a8bdb3a224d05f086094c12fd4c9009986d,3,0
136,8084,"""8084"",",Chris Farley,690,3426,4945,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
137,1012,"""1012"",",Cash Money,536,3426,4485,10,1,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,3,0
138,6438,"""6438"",",BUTCH 9,527,3426,4190,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
139,6880,"""6880"",",BUTCH 23,492,3426,4185,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
140,5372,"""5372"",",BUTCH 18,510,3426,4180,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
141,3820,"""3820"",",BUTCH 14,520,3426,4180,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
142,6533,"""6533"",",BUTCH 17,511,3426,4180,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
143,5666,"""5666"",",BUTCH 22,497,3426,4180,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
144,3939,"""3939"",",BUTCH 19,502,3426,4175,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
145,7585,"""7585"",",BUTCH 28,447,3426,4165,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
146,7895,"""7895"",",One Time,588,3425,6240,12,1,0x180f207f8747a966ec94277a69610162d7fa3ff1,0x180f207f8747a966ec94277a69610162d7fa3ff1,3,0
147,4534,"""4534"",",Peekaboo,743,3425,4740,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
148,4700,"""4700"",",Cerebro,464,3425,4615,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
149,4481,"""4481"",",BUTCH 8,532,3425,4195,10,1,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
