position,gotchiID,name,withSetsRarityScore,kinship,experience,level,originalOwner,originalWeight,weightAmongEligible,reward
1619,1589,Morphaeus,587,3003,2575,8,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.003638919053,0.000134862453,0.009988587590
1620,2021,Nicabar,546,3003,1505,6,0x435d821ee5b346850545cb18443ca9808a9d47d0,0.003637211780,0.000134799180,0.009983901239
1621,2030,Kusama Mama,530,3002,4440,10,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.003635506360,0.000134735975,0.009979219976
1622,20721,Miss Cleric,505,3002,3275,9,0x59fc6b4e064b62cc7aed200a71aef3eac36c1287,0.003633802791,0.000134672839,0.009974543794
1623,9713,Gotchi de' Medici,563,3001,4510,10,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.003632101069,0.000134609771,0.009969872682
1624,5531,John Snow,535,3001,4450,10,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.003630401191,0.000134546772,0.009965206633
1625,11524,0xdeadbeef,610,3001,3480,9,0xf0803b4cf6359d64913ec6a0b8227640afe69b2a,0.003628703155,0.000134483840,0.009960545639
1626,12685,Shadow Fiend,507,3001,3440,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003627006957,0.000134420977,0.009955889689
1627,15118,Haarry Potter,468,3001,2555,8,0x99f6d5197004ffe49e7b3c627ead81cdc3a74283,0.003625312594,0.000134358182,0.009951238777
1628,8311,Missing Link,508,3000,4675,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.003623620063,0.000134295455,0.009946592893
1629,9701,RastafarEYE,549,3000,4510,10,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.003621929361,0.000134232796,0.009941952029
1630,2951,Blitzkrieg,538,3000,4510,10,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.003620240484,0.000134170204,0.009937316176
1631,16287,Champ,498,3000,4460,10,0x77427023e70cafd983dabaf3488d8d83ecb15b96,0.003618553430,0.000134107680,0.009932685326
1632,9709,Sinaloa,533,3000,4450,10,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.003616868195,0.000134045223,0.009928059471
1634,19537,Maalcador,562,3000,3680,9,0x3d3d9e2f292ab523d2c518813be4416d1d641621,0.003613503172,0.000133920512,0.009918822710
1636,2387,0xforestfish,566,3000,3550,9,0xf0803b4cf6359d64913ec6a0b8227640afe69b2a,0.003610145391,0.000133796069,0.009909605825
1637,12063,33,527,3000,2555,8,0x99f6d5197004ffe49e7b3c627ead81cdc3a74283,0.003608469208,0.000133733947,0.009905004815
1639,23492,Machete,599,2999,4530,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.003605122242,0.000133609905,0.009895817620
1640,5392,SantaGotchi,540,2999,4510,10,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.003603451453,0.000133547984,0.009891231418
1641,24931,Blessed,502,2999,4170,10,0xae79077d8d922d071797a7f8849430fed488c005,0.003601782457,0.000133486129,0.009886650135
1642,22412,ty pixelcraft,570,2999,4045,9,0xae79077d8d922d071797a7f8849430fed488c005,0.003600115249,0.000133424340,0.009882073762
1643,13751,BLUEMAN 13751,537,2999,3750,9,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.003598449828,0.000133362618,0.009877502293
1644,18077,Pete Davidson,504,2999,3715,9,0x3c25ae7dae49b3c24439549928bfc1df60a0ad20,0.003596786189,0.000133300962,0.009872935717
1645,12467,,523,2999,3415,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003595124331,0.000133239371,0.009868374028
1647,4078,GOTCHIANO,507,2998,4650,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.003591805942,0.000133116388,0.009859265276
1648,20545,Ermahgerd,495,2998,4580,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.003590149406,0.000133054995,0.009854718196
1649,15930,Nando,539,2998,4575,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.003588494639,0.000132993667,0.009850175970
1650,17873,Sleepy-TeamG,524,2998,3640,9,0x3d3d9e2f292ab523d2c518813be4416d1d641621,0.003586841636,0.000132932405,0.009845638589
1651,17881,,513,2998,3365,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003585190396,0.000132871208,0.009841106045
1652,8253,@itsTylerIRL,611,2997,4895,10,0x19e02b992c0295d27eecff941d5dbfaf85409d86,0.003583540915,0.000132810077,0.009836578331
1653,17027,Double Down,535,2997,4355,10,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.003581893190,0.000132749010,0.009832055438
1654,21397,Hi! I'm Bill,582,2997,4010,9,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,0.003580247219,0.000132688009,0.009827537358
1655,11658,Aavery-TeamG,569,2997,3680,9,0x3d3d9e2f292ab523d2c518813be4416d1d641621,0.003578602998,0.000132627072,0.009823024083
1656,14661,Caatchy-TeamG,555,2997,3680,9,0x3d3d9e2f292ab523d2c518813be4416d1d641621,0.003576960525,0.000132566200,0.009818515605
1657,12376,0x1337,590,2997,3475,9,0xf0803b4cf6359d64913ec6a0b8227640afe69b2a,0.003575319797,0.000132505393,0.009814011916
1658,24839,Pixelcraftor,490,2996,4570,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.003573680810,0.000132444650,0.009809513009
1659,7428,Flying Dutchmaan,530,2996,4510,10,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.003572043562,0.000132383972,0.009805018874
1660,9702,OOOHMunist,530,2996,4440,10,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.003570408051,0.000132323358,0.009800529505
1661,18066,Rothko,511,2996,4405,10,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.003568774272,0.000132262808,0.009796044892
1662,16889,Fonzie,544,2996,4345,10,0x38048af4da7d79d2b553836a6d4950d0ac4b60f7,0.003567142224,0.000132202323,0.009791565030
1663,17327,The Untethered Soul,594,2996,4325,10,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.003565511903,0.000132141901,0.009787089909
1664,4142,AIM,555,2996,3295,9,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.003563883306,0.000132081544,0.009782619521
1665,20394,Gotchi World,500,2996,2560,8,0x99f6d5197004ffe49e7b3c627ead81cdc3a74283,0.003562256431,0.000132021250,0.009778153859
1666,14778,3.14,470,2996,2555,8,0x99f6d5197004ffe49e7b3c627ead81cdc3a74283,0.003560631275,0.000131961020,0.009773692916
1667,16551,Boxmining,493,2996,2250,7,0x300010ded7b789ab5764bb52dde82edd6d29908d,0.003559007835,0.000131900853,0.009769236682
1668,20479,Vibes Cyber,499,2996,2175,7,0x300010ded7b789ab5764bb52dde82edd6d29908d,0.003557386108,0.000131840750,0.009764785151
1669,16587,Napoleon Bonaparte,599,2995,4750,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.003555766092,0.000131780710,0.009760338314
1670,16431,Marilyn,614,2995,4665,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.003554147782,0.000131720734,0.009755896164
1671,18152,HiuMapLun,550,2995,4505,10,0xa9be601f305b8f4325568f4c7a89bc94be815a57,0.003552531178,0.000131660821,0.009751458693
1672,24930,Buzz,485,2995,4460,10,0x77427023e70cafd983dabaf3488d8d83ecb15b96,0.003550916275,0.000131600971,0.009747025894
1673,16353,Chunky Monkey,555,2995,4265,10,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,0.003549303071,0.000131541184,0.009742597758
1674,11525,Hustler,528,2995,3430,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003547691564,0.000131481459,0.009738174278
1675,13318,Sleepy head,543,2995,3380,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003546081749,0.000131421798,0.009733755447
1677,24074,Poly-rare-eye,565,2995,1905,7,0x4ac2c547b842aa861b06fb1a3d04d1f778131fa5,0.003542867190,0.000131302662,0.009724931698
1678,12353,XP3,575,2994,5565,11,0xb3749ab08c12ae8bcd95a5f11272927a2ebc36d5,0.003541262439,0.000131243189,0.009720526765
1679,2953,187,537,2994,4450,10,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.003539659371,0.000131183777,0.009716126451
1680,19512,Billy [Synth],556,2994,4370,10,0x8628d73d3f950abde99739ef34b6cfa10394f579,0.003538057982,0.000131124428,0.009711730746
1681,9553,Witamin,508,2997,4295,10,0x6157730c4f8e2092f601460b836530e3252b3120,0.003536458270,0.000131065141,0.009707339644
1682,14128,Cheapest Mythical eyes 0,523,2994,3430,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003534860232,0.000131005916,0.009702953137
1683,19992,10 second tom,541,2994,3375,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003533263865,0.000130946752,0.009698571218
1701,8364,Bojack Horseman,640,2993,6756,12,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0.003504811956,0.000129892293,0.009620472644
1702,9549,Baba Jaga,536,2996,4315,10,0x6157730c4f8e2092f601460b836530e3252b3120,0.003503246829,0.000129834287,0.009616176478
1703,9551,Butzemann,516,2996,4310,10,0x6157730c4f8e2092f601460b836530e3252b3120,0.003501683321,0.000129776342,0.009611884752
1704,9550,Gurumapa,535,2996,4310,10,0x6157730c4f8e2092f601460b836530e3252b3120,0.003500121427,0.000129718456,0.009607597459
1705,9559,Boogeyman,501,2996,4310,10,0x6157730c4f8e2092f601460b836530e3252b3120,0.003498561146,0.000129660630,0.009603314592
1706,17466,Aastronaut-TeamG,521,2993,3815,9,0x3d3d9e2f292ab523d2c518813be4416d1d641621,0.003497002474,0.000129602864,0.009599036144
1707,11371,jeremith,532,2993,3410,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003495445410,0.000129545158,0.009594762108
1708,9548,El Hombre del Saco,529,2995,4280,10,0x6157730c4f8e2092f601460b836530e3252b3120,0.003493889950,0.000129487511,0.009590492476
1709,9547,Tokoloshe,344,2995,4265,10,0x6157730c4f8e2092f601460b836530e3252b3120,0.003492336093,0.000129429923,0.009586227241
1710,22834,GHST SPIRIT,530,2992,4140,10,0xa9465d03ba38726277b3e478ac98aa063a0c8d0a,0.003490783834,0.000129372394,0.009581966396
1711,15675,Corsair,589,2992,3935,9,0x1a518a3e674a76324058822ca5d8688cffc5033b,0.003489233173,0.000129314925,0.009577709935
1712,19434,TikTok,564,2992,3935,9,0x1a518a3e674a76324058822ca5d8688cffc5033b,0.003487684106,0.000129257515,0.009573457850
1713,13505,Mythical-X2-Matic,548,2992,3935,9,0x1a518a3e674a76324058822ca5d8688cffc5033b,0.003486136630,0.000129200164,0.009569210134
1714,3753,Pipi,575,2992,3920,9,0x3c25ae7dae49b3c24439549928bfc1df60a0ad20,0.003484590744,0.000129142872,0.009564966780
1715,20525,Prinsus Butterhercup,625,2992,3815,9,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,0.003483046444,0.000129085638,0.009560727780
1716,11220,The Shrieking Eel,542,2992,3815,9,0xd98695e2fce07e908c9f523387b1b1f8eb9d41ec,0.003481503728,0.000129028463,0.009556493129
1717,21705,Fizzsik,548,2992,3810,9,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,0.003479962593,0.000128971347,0.009552262819
1718,8831,ChatGPT,550,2992,3720,9,0xcbef46a7cbe1f46a94ab77501eaa32596ab3c538,0.003478423038,0.000128914289,0.009548036843
1719,23531,Sgt. Aave-TeamG,543,2992,3685,9,0x3d3d9e2f292ab523d2c518813be4416d1d641621,0.003476885059,0.000128857290,0.009543815194
1720,13615,,534,2992,3375,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003475348654,0.000128800349,0.009539597865
1721,15350,Benny Blue,530,2992,3155,8,0x59fc6b4e064b62cc7aed200a71aef3eac36c1287,0.003473813820,0.000128743467,0.009535384849
1725,11191,Vacation Santa,612,2991,4340,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.003467690147,0.000128516516,0.009518575781
1726,17467,Peruggia,558,2991,4290,10,0xc0719b1040f7f8e904a6509f99335656c1d881ed,0.003466163132,0.000128459923,0.009514384227
1727,5593,Janusz,345,2994,4270,10,0x6157730c4f8e2092f601460b836530e3252b3120,0.003464637673,0.000128403388,0.009510196946
1728,11759,Kenzo,545,2991,3915,9,0x1a518a3e674a76324058822ca5d8688cffc5033b,0.003463113769,0.000128346911,0.009506013930
1732,14046,RaptorGotchi,612,2990,15250,18,0xe2de15659663f7024699e1e573c033e2efd5bcb1,0.003457033638,0.000128121574,0.009489324381
1733,486,Smart Money,489,2990,5210,11,0xfe698c212526f15cc25af671beba14aac309457f,0.003455517465,0.000128065383,0.009485162589
1734,11479,Reaper,548,2990,4420,10,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.003454002831,0.000128009249,0.009481005021
1735,16859,COOLIO,537,2990,3740,9,0x9a8ab692a6d73242c74a727ac7587aeda778b131,0.003452489734,0.000127953172,0.009476851671
1736,18620,McMufin,568,2990,3415,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003450978171,0.000127897152,0.009472702532
1737,6984,Doge Coin,501,2990,2350,7,0x3297e2c5adbd19032d9929e0432bf70dd98966cb,0.003449468139,0.000127841188,0.009468557598
1738,9073,Rainy Reece,531,2989,4605,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.003447959637,0.000127785281,0.009464416861
1739,19362,Neymar Jr.,510,2989,4145,10,0x6f88d648e83a1a4b2e9d61304c9ce5d1ea9a9ca9,0.003446452662,0.000127729431,0.009460280315
1740,4326,$DAI 4 U,501,2989,4110,10,0x82131e86d080312e13605aada6538a94df5b41a5,0.003444947211,0.000127673637,0.009456147953
1741,17532,Givenchy,532,2989,3935,9,0x1a518a3e674a76324058822ca5d8688cffc5033b,0.003443443282,0.000127617900,0.009452019770
1742,13522,HP,495,2989,3915,9,0x1a518a3e674a76324058822ca5d8688cffc5033b,0.003441940872,0.000127562219,0.009447895757
1743,22776,Dai Another Day-TeamG,553,2989,3840,9,0x3d3d9e2f292ab523d2c518813be4416d1d641621,0.003440439980,0.000127506594,0.009443775909
1744,11350,Sum Aalbino,537,2989,3810,9,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,0.003438940603,0.000127451026,0.009439660219
1745,5485,Aagent faarmer,551,2988,4635,10,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0.003437442737,0.000127395513,0.009435548680
1746,183,Spyro,536,3023,4475,10,0x2d5f86cd294ca6c92189340eaeff41fc63dc66ef,0.003435946382,0.000127340057,0.009431441286
1747,17669,Persephone,476,2988,3715,9,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,0.003434451535,0.000127284656,0.009427338030
1748,16793,,459,2988,3405,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003432958192,0.000127229311,0.009423238906
1749,17144,Pink Eyed Bitty,524,2988,3405,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003431466353,0.000127174022,0.009419143907
1750,6241,D@niel,516,2988,3345,9,0x82ac18afdaf7d7bd9154974e132fadfaae2e8cea,0.003429976014,0.000127118788,0.009415053027
1751,7931,Bruce Willis,586,2988,2460,8,0xd2f2ffc0a7b5ad0cca44c7c9ca11143e6e8bbba7,0.003428487173,0.000127063610,0.009410966259
1752,1580,AZUL,554,2987,4675,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.003426999828,0.000127008487,0.009406883597
1753,19250,Protector,540,2987,4290,10,0x38048af4da7d79d2b553836a6d4950d0ac4b60f7,0.003425513976,0.000126953420,0.009402805033
1754,13071,Poppin,539,2987,4120,10,0x543d8004afa943344e6fba44e189ed0dd4e71d56,0.003424029615,0.000126898408,0.009398730563
1755,20996,AAWESOME,668,2987,2705,8,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.003422546743,0.000126843451,0.009394660179
1756,7614,johnneke,500,2987,2560,8,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.003421065357,0.000126788549,0.009390593875
1757,13595,8th lowest for half the $,362,2987,2200,7,0x300010ded7b789ab5764bb52dde82edd6d29908d,0.003419585456,0.000126733702,0.009386531645
1758,14442,smoltings,586,2987,1500,6,0x435d821ee5b346850545cb18443ca9808a9d47d0,0.003418107036,0.000126678910,0.009382473482
1759,23403,Kana Hanazawa,440,2986,4360,10,0xf7789fa997beeb4fec6ba288af857a6943743ec7,0.003416630095,0.000126624173,0.009378419379
1760,15907,Lacoste,519,2986,3935,9,0x1a518a3e674a76324058822ca5d8688cffc5033b,0.003415154631,0.000126569491,0.009374369331
1761,15776,Balmain,513,2986,3935,9,0x1a518a3e674a76324058822ca5d8688cffc5033b,0.003413680643,0.000126514863,0.009370323331
1762,18476,Potato Maage-TeamG,533,2986,3720,9,0x3d3d9e2f292ab523d2c518813be4416d1d641621,0.003412208126,0.000126460290,0.009366281372
1763,22271,,470,2986,3365,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003410737080,0.000126405771,0.009362243449
1765,13807,T|nkerbell,551,2986,2285,7,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.003407799388,0.000126296897,0.009354179684
1766,14935,Booyah,615,2985,5090,11,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.003406332738,0.000126242541,0.009350153829
1767,10274,Heyman,539,2985,4505,10,0x38048af4da7d79d2b553836a6d4950d0ac4b60f7,0.003404867549,0.000126188240,0.009346131984
1768,17014,WuzziWikinger,464,2985,4440,10,0x79f563398ff8a5a5ff18650e56b9bac8be84bfa5,0.003403403819,0.000126133992,0.009342114143
1769,23712,Haank,608,2985,4340,10,0x43ff4c088df0a425d1a519d3030a1a3dfff05cfd,0.003401941545,0.000126079799,0.009338100300
1770,20852,pretty pretty pretty good,530,2985,3990,9,0xae79077d8d922d071797a7f8849430fed488c005,0.003400480726,0.000126025659,0.009334090448
1771,6454,Spock,572,2985,3030,8,0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,0.003399021358,0.000125971573,0.009330084582
1772,13404,Eaagle,586,2985,2020,7,0xb3749ab08c12ae8bcd95a5f11272927a2ebc36d5,0.003397563440,0.000125917541,0.009326082694
1773,24492,,463,2984,3375,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003396106969,0.000125863563,0.009322084780
1774,22652,Thomas Edison,473,2983,4715,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.003394651943,0.000125809638,0.009318090832
1775,10979,Robert Downey Jr.,463,2983,4705,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.003393198360,0.000125755766,0.009314100844
1776,18399,Ferragamo,530,2983,4580,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.003391746217,0.000125701948,0.009310114811
1777,24471,Tit,540,2983,4110,10,0xae79077d8d922d071797a7f8849430fed488c005,0.003390295513,0.000125648184,0.009306132726
1778,7426,Cypherpunk,608,2989,3955,9,0x1a760e3a431c8b9c075ed1280c8835a1a0f1651b,0.003388846245,0.000125594472,0.009302154583
1779,24714,Lowball,579,2983,3810,9,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,0.003387398411,0.000125540814,0.009298180376
1780,4144,Thor,606,2983,3755,9,0x4edb4161d16c89b71aec027930a943c3d4cf0777,0.003385952008,0.000125487209,0.009294210098
1781,9419,AAHAA,498,2983,3290,9,0x409ceb81bb143a400b02445ca273b37720b7665e,0.003384507035,0.000125433656,0.009290243745
1782,6985,The King Of Kinship,487,2983,2345,7,0x3297e2c5adbd19032d9929e0432bf70dd98966cb,0.003383063490,0.000125380157,0.009286281309
1783,14882,Satonagotchi,534,2982,4610,10,0x38048af4da7d79d2b553836a6d4950d0ac4b60f7,0.003381621369,0.000125326710,0.009282322785
1784,2624,Charlie the Unicorn,571,3017,4475,10,0x2d5f86cd294ca6c92189340eaeff41fc63dc66ef,0.003380180671,0.000125273316,0.009278368166
1785,16223,WETHR,551,2982,4105,10,0xae79077d8d922d071797a7f8849430fed488c005,0.003378741394,0.000125219975,0.009274417446
1787,20044,Kirua,556,3014,3680,9,0x70a8c4e53a9078049ca1b2cee477436c8eb61b2d,0.003375867092,0.000125113450,0.009266527682
1788,24727,Cristofo Colombo,418,2981,4710,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.003374432063,0.000125060266,0.009262588625
1789,9703,Ape,529,2981,4510,10,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.003372998447,0.000125007135,0.009258653444
1790,20782,Mytho,538,2981,4270,10,0xae79077d8d922d071797a7f8849430fed488c005,0.003371566239,0.000124954056,0.009254722132
1791,22585,Creeny,530,2981,4270,10,0xae79077d8d922d071797a7f8849430fed488c005,0.003370135440,0.000124901029,0.009250794683
1792,21813,L2 Polygonist,572,2980,4780,10,0xa60ca8a1400333468a736c7247baad6350c6496d,0.003368706046,0.000124848054,0.009246871093
1793,9614,X Gon' Give it to Ya,506,3015,4465,10,0x2d5f86cd294ca6c92189340eaeff41fc63dc66ef,0.003367278055,0.000124795131,0.009242951353
1794,20196,Based God,565,2980,4235,10,0xae79077d8d922d071797a7f8849430fed488c005,0.003365851464,0.000124742260,0.009239035460
1795,17600,3 Low stats,525,3012,3660,9,0x70a8c4e53a9078049ca1b2cee477436c8eb61b2d,0.003364426273,0.000124689440,0.009235123406
1797,5501,Kobe Bryaant,539,2979,4745,10,0x38048af4da7d79d2b553836a6d4950d0ac4b60f7,0.003361580079,0.000124583957,0.009227310794
1798,21933,Fidenza,531,2979,4585,10,0x38048af4da7d79d2b553836a6d4950d0ac4b60f7,0.003360159071,0.000124531293,0.009223410225
1799,24884,HUMANKIND,552,2979,4460,10,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0.003358739454,0.000124478680,0.009219513471
1800,24310,Ms. Jessel,533,2979,4265,10,0xae79077d8d922d071797a7f8849430fed488c005,0.003357321225,0.000124426119,0.009215620528
1801,19345,Aavuncular,494,2979,4090,10,0xae79077d8d922d071797a7f8849430fed488c005,0.003355904382,0.000124373610,0.009211731390
1802,19140,AairJordan,596,2979,3795,9,0x4dae5b5bf3dc068bdfec47b8b402aff28fe6707f,0.003354488923,0.000124321151,0.009207846050
1804,5414,Magic Unicorn,531,2980,2790,8,0x60ec766d338d87b9aeed39eeabe5f2b797baceec,0.003351662148,0.000124216388,0.009200086743
1805,410,D0NALD TRUMP,495,2979,2360,7,0xd144bd603b2399f578af0c6efc30cec9c727c8b2,0.003350250828,0.000124164082,0.009196212765
1806,911,Never Forget,514,2979,2340,7,0xd144bd603b2399f578af0c6efc30cec9c727c8b2,0.003348840884,0.000124111828,0.009192342562
1807,6089,Henry V,648,2978,4665,10,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.003347432313,0.000124059625,0.009188476129
1808,5401,Valhalla Calling,535,3013,4525,10,0x2d5f86cd294ca6c92189340eaeff41fc63dc66ef,0.003346025113,0.000124007473,0.009184613460
1809,17062,MVP,578,2978,4290,10,0xc0719b1040f7f8e904a6509f99335656c1d881ed,0.003344619282,0.000123955371,0.009180754550
1810,978,Star 12,595,2978,4280,10,0xdab73a0b1fe28197942915bfef5b5c321514045f,0.003343214818,0.000123903320,0.009176899392
1811,15933,LUCKY WINNER,583,2978,3995,9,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,0.003341811720,0.000123851320,0.009173047980
1812,23007,8008135,548,2978,3815,9,0x07a009e9e98649bff954cf3032ceb3e21e020f49,0.003340409984,0.000123799370,0.009169200310
1813,10925,Liquidator 1,495,2978,3795,9,0x4dae5b5bf3dc068bdfec47b8b402aff28fe6707f,0.003339009609,0.000123747470,0.009165356376
1814,11726,Mr Nice Eyes,452,2978,3765,9,0x4dae5b5bf3dc068bdfec47b8b402aff28fe6707f,0.003337610593,0.000123695621,0.009161516171
1815,12109,Michelle Obama,513,2978,3125,8,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.003336212934,0.000123643822,0.009157679690
1816,20141,odokawa,561,2978,2485,8,0x5f9ce0c2804af2a678d33e3617ee829c00ef6be0,0.003334816629,0.000123592074,0.009153846927
1818,21849,Linus Torvalds,449,2977,4700,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.003332028075,0.000123488727,0.009146192535
1819,23324,macaulay culkin,507,2977,4640,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.003330635822,0.000123437128,0.009142370894
1820,9626,Etherscan,602,2977,3765,9,0xc4fe12630feffdb5ee72eddcbbb43b595407442f,0.003329244915,0.000123385580,0.009138552949
1822,21338,Relaxed,609,2977,2685,8,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0.003326467133,0.000123282632,0.009130928124
1823,18661,marron,591,2976,6050,12,0x5f9ce0c2804af2a678d33e3617ee829c00ef6be0,0.003325080254,0.000123231232,0.009127121233
1824,12221,lord gecko,560,2976,4640,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.003323694712,0.000123179883,0.009123318016
1825,10880,Squid Game,571,2976,4435,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.003322310507,0.000123128583,0.009119518466
1826,1126,Coinmandeer,638,2976,4405,10,0xf5fe364d18f4a5a53badce9a046ba74cfc97f6fb,0.003320927637,0.000123077332,0.009115722579
1828,22244,Razer,535,2976,3935,9,0x1a518a3e674a76324058822ca5d8688cffc5033b,0.003318165890,0.000122974978,0.009108141771
1829,16278,Such eyes much beauty,532,2976,3405,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.003316787010,0.000122923875,0.009104356838
1830,16502,GP16502,584,2976,2500,8,0x5f9ce0c2804af2a678d33e3617ee829c00ef6be0,0.003315409456,0.000122872822,0.009100575546
1831,11126,Noel,562,2976,2495,8,0x5f9ce0c2804af2a678d33e3617ee829c00ef6be0,0.003314033226,0.000122821817,0.009096797888
1832,16883,8xx kinship fire sale 1,536,2976,2495,8,0x5f9ce0c2804af2a678d33e3617ee829c00ef6be0,0.003312658319,0.000122770862,0.009093023860
1833,16964,GP16964,502,2976,2495,8,0x5f9ce0c2804af2a678d33e3617ee829c00ef6be0,0.003311284732,0.000122719955,0.009089253456
1834,15821,8xx kinship fire sale 3,501,2976,2495,8,0x5f9ce0c2804af2a678d33e3617ee829c00ef6be0,0.003309912463,0.000122669097,0.009085486670
1835,16362,Some Random Name,460,2976,2490,8,0x99f6d5197004ffe49e7b3c627ead81cdc3a74283,0.003308541510,0.000122618288,0.009081723498
1836,18352,Alessyta,496,2975,4645,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.003307171872,0.000122567528,0.009077963933
1837,16016,Miner one,531,2975,4640,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.003305803546,0.000122516816,0.009074207970
1838,17057,Tuff Ghost,462,2975,4215,10,0xae79077d8d922d071797a7f8849430fed488c005,0.003304436531,0.000122466153,0.009070455605
1839,20108,~The~Aapprentice~,562,2975,4080,10,0x7d9fb540504d8f277099472b89113485f712c546,0.003303070823,0.000122415538,0.009066706830
1840,1598,H1 Kinship 420 BRS it,430,2975,2495,8,0x5f9ce0c2804af2a678d33e3617ee829c00ef6be0,0.003301706422,0.000122364972,0.009062961642
1841,20943,RukawaVzla,584,2974,4650,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.003300343326,0.000122314454,0.009059220034
1842,9857,MAVEL,525,2975,3470,9,0x29f227b10c58457d8837031c813216de82f9abaf,0.003298981532,0.000122263984,0.009055482001
