position,gotchiID,formattedTokenID,name,withSetsRarityScore,kinship,experience,level,hauntId,owner,originalOwner,status,stakedAmount
1,23795,"""23795"",",Slide,1006,2634,183450,61,2,0xa532f169cee0e551d4da641031ac78fd85461035,0xa532f169cee0e551d4da641031ac78fd85461035,3,0
2,14140,"""14140"",",ChamallowGotchi,675,2612,130090,52,2,0xe2de15659663f7024699e1e573c033e2efd5bcb1,0xe2de15659663f7024699e1e573c033e2efd5bcb1,3,0
3,17944,"""17944"",",foolish,772,1767,125015,51,2,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
4,10292,"""10292"",",Licky's Escape,766,2296,110525,48,2,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
5,9412,"""9412"",",FOMO,658,1367,99995,45,1,0x635c1bafe7b01a8c52c73cba97a35b4b8d96ae81,0x635c1bafe7b01a8c52c73cba97a35b4b8d96ae81,3,0
6,16455,"""16455"",",Veraa Molnaar,777,2592,78020,40,2,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,3,0
7,11170,"""11170"",",The Chosen One,776,1997,77880,40,2,0x1d0542b616c691a002e90a713e7d094c0f8e022d,0x1d0542b616c691a002e90a713e7d094c0f8e022d,3,0
8,9106,"""9106"",",Ayahuasca,756,1460,77655,40,1,0xa6e2f56836e0ee4417197dee3daf64aeb83f9547,0xa6e2f56836e0ee4417197dee3daf64aeb83f9547,3,0
9,6952,"""6952"",",MAANIAAC,606,3069,75825,39,1,0x6fd155b9d52f80e8a73a8a2537268602978486e2,0x071d217637b6322a7faac6895a9eb00e529d3424,3,0
10,14489,"""14489"",",Diamond Eyes,988,2676,64133,36,2,0xd98695e2fce07e908c9f523387b1b1f8eb9d41ec,0xd98695e2fce07e908c9f523387b1b1f8eb9d41ec,3,0
11,23201,"""23201"",",For Shogungotchi Set,747,1998,63680,36,2,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,3,0
12,16559,"""16559"",",Immaterial,996,2659,63155,36,2,0xfe698c212526f15cc25af671beba14aac309457f,0xfe698c212526f15cc25af671beba14aac309457f,3,0
13,24422,"""24422"",",K0oi,767,2563,61890,36,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
14,19143,"""19143"",",Garrosh Hellscream,738,2381,54650,34,2,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
15,4479,"""4479"",",Electra,763,1230,53965,33,1,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,3,0
16,16635,"""16635"",",Dr Wagmi,690,2542,53555,33,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,0
17,13212,"""13212"",",Gotchi Guardians,753,2645,52940,33,2,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
18,5139,"""5139"",",Choyna,664,3319,49649,32,1,0xa60ca8a1400333468a736c7247baad6350c6496d,0xa60ca8a1400333468a736c7247baad6350c6496d,3,0
19,22037,"""22037"",",Z E N,812,462,46190,31,2,0xf8c82ff30d2ace28e34d2101d4aed3a2a872d50f,0xf8c82ff30d2ace28e34d2101d4aed3a2a872d50f,3,0
20,12409,"""12409"",",FAKE TRADER,740,3,45600,31,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
21,23881,"""23881"",",Grace Hopper,904,2638,42826,30,2,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,3,0
22,3378,"""3378"",",Medic,723,1938,42285,30,1,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
23,13066,"""13066"",",HighXP1,495,2648,41683,29,2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,3,0
24,21403,"""21403"",",Son of a WAIFU,719,2489,38905,28,2,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,3,0
25,15778,"""15778"",",KoOi_Tanker001,553,2453,34930,27,2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,3,0
26,1677,"""1677"",",Zeep Xanflorp,679,2731,34770,27,1,0xcd8eddd0a27047d53d65f23d483a8a169d54526b,0xcd8eddd0a27047d53d65f23d483a8a169d54526b,3,0
27,21508,"""21508"",",FOREVER BULLISH,763,3,33925,27,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
28,1416,"""1416"",",HERMES,599,2338,31920,26,1,0xa14c5e8d3b5680db8246b18cf986c54905c2249f,0xa14c5e8d3b5680db8246b18cf986c54905c2249f,3,0
29,14117,"""14117"",",Farfar,719,2781,29575,25,2,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,3,0
30,172,"""172"",",QU33RGOTCHI,745,3,29425,25,1,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
31,9358,"""9358"",",HONEYBADGER,747,3,28950,25,1,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
32,4518,"""4518"",",STAR,758,2952,28370,24,1,0xdab73a0b1fe28197942915bfef5b5c321514045f,0xdab73a0b1fe28197942915bfef5b5c321514045f,3,0
33,8531,"""8531"",",Xp Number One,653,2783,28200,24,1,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,3,0
34,17033,"""17033"",",Snowfro,772,2820,26995,24,2,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,3,0
35,9673,"""9673"",",MONTY PYTHON,626,2917,25922,23,1,0xc89a3292eb0a8396a2505deb6195afa7f83a8a30,0xc89a3292eb0a8396a2505deb6195afa7f83a8a30,3,0
36,13700,"""13700"",",HARDKOR TILL I DIE,745,2711,25655,23,2,0xa5643d9b4a2049d578a690269dbc13426b352672,0xa5643d9b4a2049d578a690269dbc13426b352672,3,0
37,24080,"""24080"",",GogoGotchi,541,1578,25620,23,2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,3,0
38,22844,"""22844"",",Joan of Aarc,756,1079,24869,23,2,0xdf572e905e2730efdbfb8d11829571d3a516acd3,0xdf572e905e2730efdbfb8d11829571d3a516acd3,3,0
39,4350,"""4350"",",Whopper,736,3470,24535,23,1,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,3,0
40,6931,"""6931"",",aragon,603,2695,22835,22,1,0xa9465d03ba38726277b3e478ac98aa063a0c8d0a,0xa9465d03ba38726277b3e478ac98aa063a0c8d0a,3,0
41,16028,"""16028"",",Base Monkey,595,2562,22210,22,2,0xe5465ced137ecf8c80bbf7a1e2f2bf457a12a466,0xe5465ced137ecf8c80bbf7a1e2f2bf457a12a466,3,0
42,4271,"""4271"",",The Fallen Gotchi,720,2460,21580,21,1,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
43,2195,"""2195"",",UNICORNGOTCHI,722,3,21315,21,1,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
44,11399,"""11399"",",KoOi H01,548,2468,21135,21,2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,3,0
45,11663,"""11663"",",The Buddha,685,2238,21065,21,2,0x305ea81690998383a6965244092b66f9692af230,0x305ea81690998383a6965244092b66f9692af230,3,0
46,6827,"""6827"",",Gotchi Battler,659,2527,20935,21,1,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
47,21868,"""21868"",",Arena Spirit,695,2192,20785,21,2,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
48,21424,"""21424"",",FAKE OVERLORD,789,3,20675,21,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
49,2941,"""2941"",",Burning Man,557,1697,20560,21,1,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
50,1454,"""1454"",",MANHATTAN,742,3,20405,21,1,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
51,17344,"""17344"",",Gotchi Gaming Gang,685,2908,20140,21,2,0xa7f1c77998bae58614be010ad2a806639e280056,0xa7f1c77998bae58614be010ad2a806639e280056,3,0
52,1743,"""1743"",",Pinkeye,817,3500,18940,20,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
53,22566,"""22566"",",hot curly fry,683,2200,18845,20,2,0x579361d2636152df34db1d6dfd343f5037ddc71d,0x579361d2636152df34db1d6dfd343f5037ddc71d,3,0
54,15328,"""15328"",",DeuceClubs,536,3025,17955,19,2,0x6d06dd922210c87df1f532b4805badf782e598b9,0x6d06dd922210c87df1f532b4805badf782e598b9,3,0
55,4789,"""4789"",",DIVA,649,2182,17585,19,1,0x0412f214fa215dda71e1184cad1652884e4b8c57,0x0412f214fa215dda71e1184cad1652884e4b8c57,3,0
56,22714,"""22714"",",ET in 3D,715,2531,17475,19,2,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,3,0
57,19991,"""19991"",",Queen Caandy,731,1407,17235,19,2,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,3,0
58,4285,"""4285"",",Crawling,755,2860,16360,19,1,0x2d5f86cd294ca6c92189340eaeff41fc63dc66ef,0x2d5f86cd294ca6c92189340eaeff41fc63dc66ef,3,0
59,6138,"""6138"",",Blue-Ray,666,2580,16290,19,1,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
60,13509,"""13509"",",Zappy ++++,683,1240,16210,19,2,0x246e3e91c8f3db1326563800d6d28aa27c7ccf40,0x246e3e91c8f3db1326563800d6d28aa27c7ccf40,3,0
61,5535,"""5535"",",Cavalier,756,1785,16140,18,1,0xe2ed8448c47b00d505abbdee375c346b4c40d09b,0xe2ed8448c47b00d505abbdee375c346b4c40d09b,3,0
62,11785,"""11785"",",The Guaard,697,2614,15955,18,2,0x2848b9f2d4faebaa4838c41071684c70688b455d,0x2848b9f2d4faebaa4838c41071684c70688b455d,3,0
63,18009,"""18009"",",X-File,662,2210,15905,18,2,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
64,16863,"""16863"",",Gotchi Hero,741,2168,15790,18,2,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
65,6147,"""6147"",",JAG DE BELLOUET,643,3371,15625,18,1,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,3,0
66,7303,"""7303"",",z - Imperio,650,1852,15475,18,1,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,3,0
67,12893,"""12893"",",Celestial Dragon,657,2643,15440,18,2,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
68,6109,"""6109"",",z - Crucio,701,1585,15415,18,1,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,3,0
69,13996,"""13996"",",Scavenger,823,2855,15365,18,2,0xa532f169cee0e551d4da641031ac78fd85461035,0xa532f169cee0e551d4da641031ac78fd85461035,3,0
70,22133,"""22133"",",GEEK POWAA,739,3,15280,18,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
71,12022,"""12022"",",FuriousGotchi,632,2443,15265,18,2,0xe2de15659663f7024699e1e573c033e2efd5bcb1,0xe2de15659663f7024699e1e573c033e2efd5bcb1,3,0
72,14046,"""14046"",",RaptorGotchi,612,2990,15250,18,2,0xe2de15659663f7024699e1e573c033e2efd5bcb1,0xe2de15659663f7024699e1e573c033e2efd5bcb1,3,0
73,22128,"""22128"",",CANTSLEEP,738,3,15220,18,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
74,24941,"""24941"",",CrazyGotchi,618,2968,15031,18,2,0xe2de15659663f7024699e1e573c033e2efd5bcb1,0xe2de15659663f7024699e1e573c033e2efd5bcb1,3,0
75,20454,"""20454"",",KoOi_KL,697,2471,15025,18,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
76,23098,"""23098"",",NonameGotchi,608,2967,15020,18,2,0xe2de15659663f7024699e1e573c033e2efd5bcb1,0xe2de15659663f7024699e1e573c033e2efd5bcb1,3,0
77,6164,"""6164"",",Rain of Fire,659,1449,14975,18,1,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
78,12247,"""12247"",",Caaptain,650,3048,14960,18,2,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,3,0
79,3052,"""3052"",",RAREPEPE,895,3,14755,18,1,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
80,6260,"""6260"",",z - Avada Kedavra,631,2853,14520,18,1,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,3,0
81,5743,"""5743"",",Maage,646,3242,14140,17,1,0xd52a4333bd8cc9ab3c77df19ded4900b7849a07d,0xd52a4333bd8cc9ab3c77df19ded4900b7849a07d,3,0
82,1264,"""1264"",",Cosmic Cochise,661,1994,13975,17,1,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,3,0
83,383,"""383"",",Aavomination,544,3140,13890,17,1,0x478fa4c971a077038b4fc5c172c3af5552224ccc,0x478fa4c971a077038b4fc5c172c3af5552224ccc,3,0
84,18873,"""18873"",",Boo-Dacious,654,2466,13770,17,2,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,3,0
85,12611,"""12611"",",Rocinante,892,1415,13480,17,2,0xe2ed8448c47b00d505abbdee375c346b4c40d09b,0xe2ed8448c47b00d505abbdee375c346b4c40d09b,3,0
86,12515,"""12515"",",Mistakes Were Made,644,2530,13410,17,2,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,3,0
87,13681,"""13681"",",Artemis,928,2342,12950,17,2,0xfe698c212526f15cc25af671beba14aac309457f,0xfe698c212526f15cc25af671beba14aac309457f,3,0
88,16553,"""16553"",",THIS IS NOT MY FINAL FORM,636,2418,12720,16,2,0xa5643d9b4a2049d578a690269dbc13426b352672,0xa5643d9b4a2049d578a690269dbc13426b352672,3,0
89,4895,"""4895"",",Umeshu,640,3324,12686,16,1,0x43ff4c088df0a425d1a519d3030a1a3dfff05cfd,0x43ff4c088df0a425d1a519d3030a1a3dfff05cfd,3,0
90,1470,"""1470"",",Wagwan,514,3370,12410,16,1,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,3,0
91,22958,"""22958"",",KING OF COCKTAILS,644,3,12310,16,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
92,1218,"""1218"",",AAVE GOTCHI,585,3169,12270,16,1,0x4eb172821b5bc013269c4f6f6204f092d44197ec,0x4eb172821b5bc013269c4f6f6204f092d44197ec,3,0
93,7413,"""7413"",",Hustla28,641,2839,12260,16,1,0xa819c50d511187ce0f6aa352427586d6d0c187f7,0xa819c50d511187ce0f6aa352427586d6d0c187f7,3,0
94,18650,"""18650"",",@GOTCHIGANG,751,2781,12160,16,2,0x47d6f96ba098816389db7c87cbf077de7181b853,0x47d6f96ba098816389db7c87cbf077de7181b853,3,0
95,23065,"""23065"",",Legitness,662,2506,11820,16,2,0x59e9f8f07f9d339c48c8521af341a1a2337a9e22,0x59e9f8f07f9d339c48c8521af341a1a2337a9e22,3,0
96,5027,"""5027"",",BLAST4ME,628,2459,11735,16,1,0x06b4553c81ba317a29de282bef7bbe910cc03d99,0x06b4553c81ba317a29de282bef7bbe910cc03d99,3,0
97,13489,"""13489"",",ClarkFever,508,3037,11530,16,2,0x6d06dd922210c87df1f532b4805badf782e598b9,0x6d06dd922210c87df1f532b4805badf782e598b9,3,0
98,22197,"""22197"",",SILENT,747,2582,11420,16,2,0x156e6c5a2fac34bb2fcf2ac1bbaa0e75bde3ac4f,0x156e6c5a2fac34bb2fcf2ac1bbaa0e75bde3ac4f,3,0
99,7782,"""7782"",",Ko0i,731,1995,11335,16,1,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
100,18111,"""18111"",",z - Thunderous,624,2726,11300,16,2,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,3,0
101,766,"""766"",",Neuromancer,738,843,11238,15,1,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
102,5369,"""5369"",",whathappened2rektless,514,2881,11225,15,1,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,3,0
103,16732,"""16732"",",KTeam_02_01,622,2322,11210,15,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
104,4405,"""4405"",",Lil' Al,658,3342,11170,15,1,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,3,0
105,20449,"""20449"",",KoOi_009,653,2557,10870,15,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
106,18477,"""18477"",",KoOi 18477,631,2479,10820,15,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
107,24381,"""24381"",",KoOi_101,723,2327,10700,15,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
108,692,"""692"",",KTeam_01_02,649,1895,10690,15,1,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
109,10909,"""10909"",",KTeam_01_03,651,1620,10645,15,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
110,16975,"""16975"",",KTeam_01_05,623,2316,10635,15,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
111,14436,"""14436"",",KoOi_T,723,2345,10625,15,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
112,9023,"""9023"",",Generaal,604,3432,10595,15,1,0xd52a4333bd8cc9ab3c77df19ded4900b7849a07d,0xd52a4333bd8cc9ab3c77df19ded4900b7849a07d,3,0
113,1240,"""1240"",",Kizatchi,669,2512,10510,15,1,0x156e6c5a2fac34bb2fcf2ac1bbaa0e75bde3ac4f,0x156e6c5a2fac34bb2fcf2ac1bbaa0e75bde3ac4f,3,0
114,20844,"""20844"",",KoOi 20844,684,2338,10480,15,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
115,3169,"""3169"",",Faust,633,3453,10400,15,1,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0x35001a8bdb3a224d05f086094c12fd4c9009986d,3,0
116,20232,"""20232"",",lugnut,629,2600,10345,15,2,0x89a1145fccac1a2a9350ec1a4a486e4458d26274,0x89a1145fccac1a2a9350ec1a4a486e4458d26274,3,0
117,20952,"""20952"",",Mamluk,580,2585,10181,15,2,0x2b97b6352131f017ffd612c11fb2c37966681c58,0x2b97b6352131f017ffd612c11fb2c37966681c58,3,0
118,16748,"""16748"",",DIAMONDSHANDS9,651,2719,10125,15,2,0x73719c0c85a430ab716bafc6a2a6768e40f7d334,0x73719c0c85a430ab716bafc6a2a6768e40f7d334,3,0
119,6279,"""6279"",",JoeD1rt,551,1787,10125,15,1,0x1e1ad9567b738be6756b2da6c7bc1d1094acdc4c,0x1e1ad9567b738be6756b2da6c7bc1d1094acdc4c,3,0
120,20019,"""20019"",",HAUSER VON DROPT ROUSER,612,2418,10020,15,2,0xa5643d9b4a2049d578a690269dbc13426b352672,0xa5643d9b4a2049d578a690269dbc13426b352672,3,0
121,16505,"""16505"",",TROPIC AAGENT,655,3,9910,15,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
122,15694,"""15694"",",LETSROCK,653,3,9890,15,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
123,21154,"""21154"",",TOTO,655,3,9890,15,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
124,22751,"""22751"",",CASH FAIRY,649,3,9880,15,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
125,3256,"""3256"",",UNCENSOREDUS,693,1155,9765,14,1,0xa5643d9b4a2049d578a690269dbc13426b352672,0xa5643d9b4a2049d578a690269dbc13426b352672,3,0
126,1448,"""1448"",",DKNOX,834,2437,9510,14,1,0x451d5140852b90ba1f337d9094a359323341fad2,0x451d5140852b90ba1f337d9094a359323341fad2,3,0
127,13536,"""13536"",",Bearded,753,2843,9480,14,2,0xfe698c212526f15cc25af671beba14aac309457f,0xfe698c212526f15cc25af671beba14aac309457f,3,0
128,8764,"""8764"",",SOCKS,588,1235,9435,14,1,0xf22f00d0b95b1b728078066e5f4410f6b2be8fae,0xf22f00d0b95b1b728078066e5f4410f6b2be8fae,3,0
129,282,"""282"",",Dropt it like its Hot,623,2702,9400,14,1,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,3,0
130,5604,"""5604"",",XPee,532,3321,9390,14,1,0xb3749ab08c12ae8bcd95a5f11272927a2ebc36d5,0xb3749ab08c12ae8bcd95a5f11272927a2ebc36d5,3,0
131,22018,"""22018"",",DUUES,611,2122,9320,14,2,0x3b3120e283c08daabb5e3f240e008387ef8a67db,0x3b3120e283c08daabb5e3f240e008387ef8a67db,3,0
132,24976,"""24976"",",Eyez-T,603,2852,9120,14,2,0x478fa4c971a077038b4fc5c172c3af5552224ccc,0x478fa4c971a077038b4fc5c172c3af5552224ccc,3,0
133,3295,"""3295"",",Satoshi N.,739,2882,8935,14,1,0x137c0f7d6b2558edf5b8f69eec0635dd43fad6af,0x137c0f7d6b2558edf5b8f69eec0635dd43fad6af,3,0
134,8517,"""8517"",",Micro,657,2917,8860,14,1,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,3,0
135,8821,"""8821"",",Aaverage Extremist,574,951,8860,14,1,0xbe67d6800fab847f99f81a8e25b0f8d3391785a2,0xbe67d6800fab847f99f81a8e25b0f8d3391785a2,3,0
136,19172,"""19172"",",Gatekeeper,763,2768,8835,14,2,0xfe698c212526f15cc25af671beba14aac309457f,0xfe698c212526f15cc25af671beba14aac309457f,3,0
137,8845,"""8845"",",Winklevoss,803,52,8810,14,1,0xe91cbc483a8fda6bc377ad8b8c717f386a93d349,0xe91cbc483a8fda6bc377ad8b8c717f386a93d349,3,0
138,19016,"""19016"",",Cartel,766,3090,8780,14,2,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
139,4005,"""4005"",",KTeam_02_02,591,3031,8695,14,1,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
140,5790,"""5790"",",Cha-cha Chabaka,644,1424,8690,14,1,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,3,0
141,3942,"""3942"",",The Emerald Wizard,659,2496,8670,14,1,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,3,0
142,836,"""836"",",Occultist,613,1325,8495,14,1,0x7dbfe62be1ac737d26823611f251d362c52a1141,0x7dbfe62be1ac737d26823611f251d362c52a1141,3,0
143,9346,"""9346"",",Raclette,674,2471,8470,14,1,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,3,0
144,4794,"""4794"",",im a ghost,639,2339,8385,13,1,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,3,0
145,3037,"""3037"",",Democritus,510,3323,8275,13,1,0x677975399cbd8aa7bd17a4b87c04ed07a85978d4,0x677975399cbd8aa7bd17a4b87c04ed07a85978d4,3,0
146,1475,"""1475"",",Excalibur,663,3431,8245,13,1,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,3,0
147,7422,"""7422"",",Blind,752,3647,8225,13,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
148,15109,"""15109"",",Zeldaa,624,3020,8185,13,2,0x472d7e705f3baa44f82bff5b397330015d810828,0x472d7e705f3baa44f82bff5b397330015d810828,3,0
