position,gotchiID,formattedTokenID,name,withSetsRarityScore,kinship,experience,level,hauntId,owner,originalOwner,status,stakedAmount
1,23795,"""23795"",",Slide,1006,2634,183450,61,2,0xa532f169cee0e551d4da641031ac78fd85461035,0xa532f169cee0e551d4da641031ac78fd85461035,3,0
2,16559,"""16559"",",Immaterial,996,2659,63155,36,2,0xfe698c212526f15cc25af671beba14aac309457f,0xfe698c212526f15cc25af671beba14aac309457f,3,0
3,14489,"""14489"",",Diamond Eyes,988,2676,64133,36,2,0xd98695e2fce07e908c9f523387b1b1f8eb9d41ec,0xd98695e2fce07e908c9f523387b1b1f8eb9d41ec,3,0
4,19095,"""19095"",",Felon,938,2609,4240,10,2,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,3,0
5,13681,"""13681"",",Artemis,928,2342,12950,17,2,0xfe698c212526f15cc25af671beba14aac309457f,0xfe698c212526f15cc25af671beba14aac309457f,3,0
6,23881,"""23881"",",Grace Hopper,904,2638,42826,30,2,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,3,0
7,3052,"""3052"",",RAREPEPE,895,3,14755,18,1,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
8,12611,"""12611"",",Rocinante,892,1415,13480,17,2,0xe2ed8448c47b00d505abbdee375c346b4c40d09b,0xe2ed8448c47b00d505abbdee375c346b4c40d09b,3,0
9,20308,"""20308"",",b00bs6999,862,1577,2605,8,2,0x9dd1c56744651ad8b60b64e461b3c1a456e51e70,0x9dd1c56744651ad8b60b64e461b3c1a456e51e70,3,0
10,10644,"""10644"",",Lucky Aavegotchi,852,2271,2250,7,2,0x329c54289ff5d6b7b7dae13592c6b1eda1543ed4,0x329c54289ff5d6b7b7dae13592c6b1eda1543ed4,3,0
11,11267,"""11267"",",569,843,48,0,1,2,0x8078a5bdd8991767e4bcff4f0e08c550fbac2376,0x8078a5bdd8991767e4bcff4f0e08c550fbac2376,3,0
12,7001,"""7001"",",Snoop Dogg,839,2672,7110,12,1,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,3,0
13,1448,"""1448"",",DKNOX,834,2437,9510,14,1,0x451d5140852b90ba1f337d9094a359323341fad2,0x451d5140852b90ba1f337d9094a359323341fad2,3,0
14,18411,"""18411"",",Humble Farmer,831,572,4115,10,2,0x118b427af645e5e696e6da748bd66ac8e4f5e9a8,0x118b427af645e5e696e6da748bd66ac8e4f5e9a8,3,0
15,13996,"""13996"",",Scavenger,823,2855,15365,18,2,0xa532f169cee0e551d4da641031ac78fd85461035,0xa532f169cee0e551d4da641031ac78fd85461035,3,0
16,22713,"""22713"",",Bloob,821,2812,2565,8,2,0x6eb13bf70edaade22b0c5a7f0de7138ce96d53db,0x6eb13bf70edaade22b0c5a7f0de7138ce96d53db,3,0
17,1743,"""1743"",",Pinkeye,817,3500,18940,20,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
18,22037,"""22037"",",Z E N,812,462,46190,31,2,0xf8c82ff30d2ace28e34d2101d4aed3a2a872d50f,0xf8c82ff30d2ace28e34d2101d4aed3a2a872d50f,3,0
19,8845,"""8845"",",Winklevoss,803,52,8810,14,1,0xe91cbc483a8fda6bc377ad8b8c717f386a93d349,0xe91cbc483a8fda6bc377ad8b8c717f386a93d349,3,0
20,14341,"""14341"",",Terminate the Wechat,796,2757,4740,10,2,0x2e21407be0545c706f25490fbba532943fcaed32,0x2e21407be0545c706f25490fbba532943fcaed32,3,0
21,21424,"""21424"",",FAKE OVERLORD,789,3,20675,21,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
22,16455,"""16455"",",Veraa Molnaar,777,2592,78020,40,2,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,3,0
23,11170,"""11170"",",The Chosen One,776,1997,77880,40,2,0x1d0542b616c691a002e90a713e7d094c0f8e022d,0x1d0542b616c691a002e90a713e7d094c0f8e022d,3,0
24,8623,"""8623"",",STEADY LAD,775,3214,6180,12,1,0xeda29227543b2bc0d8e4a5220ef0a34868033a2d,0xeda29227543b2bc0d8e4a5220ef0a34868033a2d,3,0
25,22455,"""22455"",",ridiculous,775,2346,4600,10,2,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,3,0
26,18249,"""18249"",",Hero,774,2597,3195,8,2,0x06b4553c81ba317a29de282bef7bbe910cc03d99,0x06b4553c81ba317a29de282bef7bbe910cc03d99,3,0
27,17033,"""17033"",",Snowfro,772,2820,26995,24,2,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,3,0
28,17944,"""17944"",",foolish,772,1767,125015,51,2,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
29,9369,"""9369"",",Jo,772,196,1445,6,1,0x5c5a4ae893c4232a050b01a84e193e107dd80ca2,0x5c5a4ae893c4232a050b01a84e193e107dd80ca2,3,0
30,826,"""826"",",OG Felon,770,2933,7375,13,1,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,3,0
31,4820,"""4820"",",Xenomorph,769,3211,4870,10,1,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0x9ff84b91998df96a6587db8dde8d4e47518107d6,3,0
32,6932,"""6932"",",Grimes,769,2622,2585,8,1,0xc0afef712a1341ca78da145b2afad346e8c3574f,0xc0afef712a1341ca78da145b2afad346e8c3574f,3,0
33,24422,"""24422"",",K0oi,767,2563,61890,36,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
34,19016,"""19016"",",Cartel,766,3090,8780,14,2,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
35,12198,"""12198"",",FarMor,766,2357,6175,12,2,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,3,0
36,10292,"""10292"",",Licky's Escape,766,2296,110525,48,2,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
37,22892,"""22892"",",Chonk,764,2795,4290,10,2,0xfe698c212526f15cc25af671beba14aac309457f,0xfe698c212526f15cc25af671beba14aac309457f,3,0
38,3724,"""3724"",",2pac,763,3035,3170,8,1,0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,3,0
39,19172,"""19172"",",Gatekeeper,763,2768,8835,14,2,0xfe698c212526f15cc25af671beba14aac309457f,0xfe698c212526f15cc25af671beba14aac309457f,3,0
40,24256,"""24256"",",Spiked Punchbowl,763,2201,1575,6,2,0x329c54289ff5d6b7b7dae13592c6b1eda1543ed4,0x329c54289ff5d6b7b7dae13592c6b1eda1543ed4,3,0
41,4479,"""4479"",",Electra,763,1230,53965,33,1,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,3,0
42,21508,"""21508"",",FOREVER BULLISH,763,3,33925,27,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
43,23921,"""23921"",",Godly,762,2820,3920,9,2,0xfe698c212526f15cc25af671beba14aac309457f,0xfe698c212526f15cc25af671beba14aac309457f,3,0
44,5934,"""5934"",",TAYLOR SWIFT,762,2632,1945,7,1,0x6e8d1cc55c33850102b7d8ababd7a16ce976d2e2,0x6e8d1cc55c33850102b7d8ababd7a16ce976d2e2,3,0
45,15560,"""15560"",",Czar,762,2557,4750,10,2,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0x60c4ae0ee854a20ea7796a9678090767679b30fc,3,445425000000000000000
46,15243,"""15243"",",HAPPY BIRTHDAY,761,2865,3275,9,2,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,3,0
47,15571,"""15571"",",590 TOP1 BRS,759,2959,7680,13,2,0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,3,0
48,7848,"""7848"",",BB,758,3515,8105,13,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
49,4518,"""4518"",",STAR,758,2952,28370,24,1,0xdab73a0b1fe28197942915bfef5b5c321514045f,0xdab73a0b1fe28197942915bfef5b5c321514045f,3,0
50,22249,"""22249"",",575 Zoomer,758,2138,3610,9,2,0xfe698c212526f15cc25af671beba14aac309457f,0xfe698c212526f15cc25af671beba14aac309457f,3,0
51,474,"""474"",",Titan,757,2732,3820,9,1,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0x60c4ae0ee854a20ea7796a9678090767679b30fc,3,399467500000000000000
52,24410,"""24410"",",Bonzai,756,2732,4070,10,2,0xa532f169cee0e551d4da641031ac78fd85461035,0xa532f169cee0e551d4da641031ac78fd85461035,3,0
53,5535,"""5535"",",Cavalier,756,1785,16140,18,1,0xe2ed8448c47b00d505abbdee375c346b4c40d09b,0xe2ed8448c47b00d505abbdee375c346b4c40d09b,3,0
54,9106,"""9106"",",Ayahuasca,756,1460,77655,40,1,0xa6e2f56836e0ee4417197dee3daf64aeb83f9547,0xa6e2f56836e0ee4417197dee3daf64aeb83f9547,3,0
55,22844,"""22844"",",Joan of Aarc,756,1079,24869,23,2,0xdf572e905e2730efdbfb8d11829571d3a516acd3,0xdf572e905e2730efdbfb8d11829571d3a516acd3,3,0
56,4285,"""4285"",",Crawling,755,2860,16360,19,1,0x2d5f86cd294ca6c92189340eaeff41fc63dc66ef,0x2d5f86cd294ca6c92189340eaeff41fc63dc66ef,3,0
57,12518,"""12518"",",Power Eyes,755,2572,1190,5,2,0x33f844352144a9ddd91542b0adcd8ba0dd142e93,0x33f844352144a9ddd91542b0adcd8ba0dd142e93,3,0
58,8062,"""8062"",",Magestic,754,2783,3995,9,1,0xfe698c212526f15cc25af671beba14aac309457f,0xfe698c212526f15cc25af671beba14aac309457f,3,0
59,5691,"""5691"",",Mr. L,754,362,1870,7,1,0xf5bd90d482928829548a6f3b95f5adb70591e93e,0xf5bd90d482928829548a6f3b95f5adb70591e93e,3,0
60,23711,"""23711"",",Reef,753,3053,4330,10,2,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
61,13536,"""13536"",",Bearded,753,2843,9480,14,2,0xfe698c212526f15cc25af671beba14aac309457f,0xfe698c212526f15cc25af671beba14aac309457f,3,0
62,13212,"""13212"",",Gotchi Guardians,753,2645,52940,33,2,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
63,2165,"""2165"",",Egill Skallagrimsson,753,2518,1100,5,1,0x160fbd013c8821403f9f5f6868b6f50cda050be3,0x160fbd013c8821403f9f5f6868b6f50cda050be3,3,0
64,5205,"""5205"",",Hallows Aave,753,420,5780,11,1,0xd07ee1049929e97680f7bb176721ea1e6114f42c,0xd07ee1049929e97680f7bb176721ea1e6114f42c,3,0
65,7422,"""7422"",",Blind,752,3647,8225,13,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
66,18011,"""18011"",",Escargot,752,2596,3580,9,2,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
67,13262,"""13262"",",Mahdi,752,2338,6105,12,2,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,3,0
68,18650,"""18650"",",@GOTCHIGANG,751,2781,12160,16,2,0x47d6f96ba098816389db7c87cbf077de7181b853,0x47d6f96ba098816389db7c87cbf077de7181b853,3,0
69,2057,"""2057"",",Blue Moon,751,2713,4775,10,1,0xa532f169cee0e551d4da641031ac78fd85461035,0xa532f169cee0e551d4da641031ac78fd85461035,3,0
70,1627,"""1627"",",ser gay,750,814,385,3,1,0x9dd1c56744651ad8b60b64e461b3c1a456e51e70,0x9dd1c56744651ad8b60b64e461b3c1a456e51e70,3,0
71,9027,"""9027"",",BOG,750,48,90,2,1,0xfbf35487df12a09dc121f177328cf432abbeccf5,0xfbf35487df12a09dc121f177328cf432abbeccf5,3,0
72,11866,"""11866"",",Milkshake,748,2627,1020,5,2,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,3,0
73,22197,"""22197"",",SILENT,747,2582,11420,16,2,0x156e6c5a2fac34bb2fcf2ac1bbaa0e75bde3ac4f,0x156e6c5a2fac34bb2fcf2ac1bbaa0e75bde3ac4f,3,0
74,23201,"""23201"",",For Shogungotchi Set,747,1998,63680,36,2,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,3,0
75,9358,"""9358"",",HONEYBADGER,747,3,28950,25,1,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
76,13700,"""13700"",",HARDKOR TILL I DIE,745,2711,25655,23,2,0xa5643d9b4a2049d578a690269dbc13426b352672,0xa5643d9b4a2049d578a690269dbc13426b352672,3,0
77,5411,"""5411"",",Zim Zimma,745,2380,4120,10,1,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0x9ff84b91998df96a6587db8dde8d4e47518107d6,3,0
78,172,"""172"",",QU33RGOTCHI,745,3,29425,25,1,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
79,8121,"""8121"",",Boomer,744,3461,4680,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
80,9398,"""9398"",",Elon Gotchi,744,3040,3340,9,1,0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,3,0
81,23067,"""23067"",",Saladin,744,2032,2860,8,2,0x417aff82d2cd9fd39fe790af5798ae865fbe8c48,0x417aff82d2cd9fd39fe790af5798ae865fbe8c48,3,0
82,4534,"""4534"",",Peekaboo,743,3425,4740,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
83,966,"""966"",",Eon,742,3429,4640,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
84,1454,"""1454"",",MANHATTAN,742,3,20405,21,1,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
85,23479,"""23479"",",blade,741,2593,2240,7,2,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
86,16863,"""16863"",",Gotchi Hero,741,2168,15790,18,2,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
87,12409,"""12409"",",FAKE TRADER,740,3,45600,31,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
88,4616,"""4616"",",Aqua Net Hairspray,739,3300,4975,10,1,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0x9ff84b91998df96a6587db8dde8d4e47518107d6,3,0
89,3295,"""3295"",",Satoshi N.,739,2882,8935,14,1,0x137c0f7d6b2558edf5b8f69eec0635dd43fad6af,0x137c0f7d6b2558edf5b8f69eec0635dd43fad6af,3,0
90,22133,"""22133"",",GEEK POWAA,739,3,15280,18,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
91,19143,"""19143"",",Garrosh Hellscream,738,2381,54650,34,2,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
92,16411,"""16411"",",KAZZY,738,2280,3090,8,2,0x06b4553c81ba317a29de282bef7bbe910cc03d99,0x06b4553c81ba317a29de282bef7bbe910cc03d99,3,0
93,14350,"""14350"",",FAKE Shaaman,738,1943,6675,12,2,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,3,463657499999999980000
94,766,"""766"",",Neuromancer,738,843,11238,15,1,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
95,22128,"""22128"",",CANTSLEEP,738,3,15220,18,2,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
96,4350,"""4350"",",Whopper,736,3470,24535,23,1,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,3,0
97,2270,"""2270"",",Caesar,736,2947,5345,11,1,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0x60c4ae0ee854a20ea7796a9678090767679b30fc,3,236572500000000020000
98,24509,"""24509"",",ALL THE FIVES,734,2261,3060,8,2,0x06b4553c81ba317a29de282bef7bbe910cc03d99,0x06b4553c81ba317a29de282bef7bbe910cc03d99,3,0
99,3299,"""3299"",",Madonna,733,2893,3840,9,1,0x137c0f7d6b2558edf5b8f69eec0635dd43fad6af,0x137c0f7d6b2558edf5b8f69eec0635dd43fad6af,3,0
100,6407,"""6407"",",pink man,733,2273,380,3,1,0x6fff7e4fa5a71b5bda93e69d730826d01d194cea,0x6fff7e4fa5a71b5bda93e69d730826d01d194cea,3,0
101,22720,"""22720"",",Copium,732,2600,2900,8,2,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,3,0
102,1306,"""1306"",",Clockwork Elf,732,1193,2450,8,1,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,3,0
103,12686,"""12686"",",Triple Kill,731,2814,3885,9,2,0x2e21407be0545c706f25490fbba532943fcaed32,0x2e21407be0545c706f25490fbba532943fcaed32,3,0
104,7782,"""7782"",",Ko0i,731,1995,11335,16,1,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
105,19991,"""19991"",",Queen Caandy,731,1407,17235,19,2,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,3,0
106,19535,"""19535"",",WALK IN THE PARK,730,2190,3020,8,2,0x06b4553c81ba317a29de282bef7bbe910cc03d99,0x06b4553c81ba317a29de282bef7bbe910cc03d99,3,0
107,16710,"""16710"",",Vanilla's Nightmare,730,727,1130,5,2,0x8e3d6c8f591d73ebcf79810ebc4b3adf829d2fb6,0x8e3d6c8f591d73ebcf79810ebc4b3adf829d2fb6,3,0
108,9459,"""9459"",",Mythical Sergey,726,2543,540,4,1,0x749388a5dc4fe0011a2c26d97fe13b93b2adb2aa,0x749388a5dc4fe0011a2c26d97fe13b93b2adb2aa,3,0
109,18258,"""18258"",",Usul,726,2307,3940,9,2,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,3,0
110,9373,"""9373"",",Mr. E,726,362,1820,7,1,0xf5bd90d482928829548a6f3b95f5adb70591e93e,0xf5bd90d482928829548a6f3b95f5adb70591e93e,3,0
111,5109,"""5109"",",DADDY,725,2596,2155,7,1,0xc0afef712a1341ca78da145b2afad346e8c3574f,0xc0afef712a1341ca78da145b2afad346e8c3574f,3,0
112,22704,"""22704"",",straw,725,2323,7145,12,2,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,3,817320000000000000000
113,8163,"""8163"",",Triple Mythical,724,1142,1805,7,1,0x577182e41158ba340fd4934ad1fc24b011934a64,0x577182e41158ba340fd4934ad1fc24b011934a64,3,0
114,14436,"""14436"",",KoOi_T,723,2345,10625,15,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
115,24381,"""24381"",",KoOi_101,723,2327,10700,15,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
116,3378,"""3378"",",Medic,723,1938,42285,30,1,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
117,2195,"""2195"",",UNICORNGOTCHI,722,3,21315,21,1,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0xd9d54f0f67fde251ab41ffb36579f308b592d905,3,0
118,4441,"""4441"",",Megaman,720,3056,6440,12,1,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,3,0
119,4271,"""4271"",",The Fallen Gotchi,720,2460,21580,21,1,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,3,0
120,14117,"""14117"",",Farfar,719,2781,29575,25,2,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,3,0
121,21403,"""21403"",",Son of a WAIFU,719,2489,38905,28,2,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,3,0
122,14454,"""14454"",",I know,717,3028,3955,9,2,0xae79077d8d922d071797a7f8849430fed488c005,0xae79077d8d922d071797a7f8849430fed488c005,3,0
123,1565,"""1565"",",vitamin butane,717,2716,1035,5,1,0xade1dc00a43079c27b96c025a3ffa113a3f98ecd,0xade1dc00a43079c27b96c025a3ffa113a3f98ecd,3,0
124,22883,"""22883"",",GOTCHINAATOR,717,2458,3760,9,2,0x47d6f96ba098816389db7c87cbf077de7181b853,0x47d6f96ba098816389db7c87cbf077de7181b853,3,0
125,266,"""266"",",Glitch,717,365,445,3,1,0xcafbfd974eb21d0ebd6a05ef8858f5ca2c9f9e39,0xcafbfd974eb21d0ebd6a05ef8858f5ca2c9f9e39,3,0
126,22714,"""22714"",",ET in 3D,715,2531,17475,19,2,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,3,0
127,8585,"""8585"",",BLINKY BILL,713,2663,4890,10,1,0x06b4553c81ba317a29de282bef7bbe910cc03d99,0x06b4553c81ba317a29de282bef7bbe910cc03d99,3,0
128,8676,"""8676"",",Thrax,712,1894,1160,5,1,0x20906e454a9d20181350630ead131d8dfa21dd3f,0x20906e454a9d20181350630ead131d8dfa21dd3f,3,0
129,4581,"""4581"",",Sir Gay,712,1847,1070,5,1,0x8fdeffaf8fa2b3754da2268e626ea1f3733ee214,0x8fdeffaf8fa2b3754da2268e626ea1f3733ee214,3,0
130,13241,"""13241"",",Master Yin,712,191,410,3,2,0x8515424cb050e144ffe89fb8da895104c5b98193,0x8515424cb050e144ffe89fb8da895104c5b98193,3,0
131,8609,"""8609"",",texas chainsaw,711,359,480,4,1,0x6fff7e4fa5a71b5bda93e69d730826d01d194cea,0x6fff7e4fa5a71b5bda93e69d730826d01d194cea,3,0
132,12126,"""12126"",",Greaat,710,2333,1540,6,2,0x634610df83f3d09050530f66146964cf8755aa5a,0x634610df83f3d09050530f66146964cf8755aa5a,3,0
133,21660,"""21660"",",KoOi 21660,710,2079,4965,10,2,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,3,0
134,15434,"""15434"",",Syringa,708,3096,4785,10,2,0x43ff4c088df0a425d1a519d3030a1a3dfff05cfd,0x43ff4c088df0a425d1a519d3030a1a3dfff05cfd,3,0
135,703,"""703"",",President,708,2924,1390,6,1,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,3,0
136,8911,"""8911"",",smurfnet,707,2927,3815,9,1,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,3,0
137,16676,"""16676"",",Renna,707,2434,4155,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,156595000000000030000
138,221,"""221"",",Miss Saigon,707,1363,1760,6,1,0x577182e41158ba340fd4934ad1fc24b011934a64,0x577182e41158ba340fd4934ad1fc24b011934a64,3,0
139,4906,"""4906"",",1,706,3434,4760,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
140,11279,"""11279"",",DAALI,706,2007,1750,6,2,0x1d0542b616c691a002e90a713e7d094c0f8e022d,0x1d0542b616c691a002e90a713e7d094c0f8e022d,3,0
141,19669,"""19669"",",GotchiKnight,703,1140,10,1,2,0x8b77d38a521896b2447136d451bf4e3c05eef0a5,0x8b77d38a521896b2447136d451bf4e3c05eef0a5,3,0
142,17124,"""17124"",",DIAMONDA,702,2581,3905,9,2,0x47d6f96ba098816389db7c87cbf077de7181b853,0x47d6f96ba098816389db7c87cbf077de7181b853,3,0
143,11697,"""11697"",",Averell Dalton,702,1049,2375,7,2,0x5d5d7ca38eb488f49dd700c786a1b7baa31b4486,0x5d5d7ca38eb488f49dd700c786a1b7baa31b4486,3,0
144,572,"""572"",",Sheet,701,3438,4720,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
145,19295,"""19295"",",Ducks in a row,701,2318,480,4,2,0x749388a5dc4fe0011a2c26d97fe13b93b2adb2aa,0x749388a5dc4fe0011a2c26d97fe13b93b2adb2aa,3,0
146,6109,"""6109"",",z - Crucio,701,1585,15415,18,1,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,3,0
147,6335,"""6335"",",YFI Farmer,700,51,1430,6,1,0xe91cbc483a8fda6bc377ad8b8c717f386a93d349,0xe91cbc483a8fda6bc377ad8b8c717f386a93d349,3,0
148,19736,"""19736"",",Infinity,699,2581,3720,9,2,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0x60c4ae0ee854a20ea7796a9678090767679b30fc,3,145644999999999980000
149,3308,"""3308"",",Angela Merkel,698,2893,5420,11,1,0x137c0f7d6b2558edf5b8f69eec0635dd43fad6af,0x137c0f7d6b2558edf5b8f69eec0635dd43fad6af,3,0
