wallet,combinedVP,votingPercentage,rewardVP,rewardWeightedVP,rewardRF,rewardTotal
0xbc8d9a555f799eeb24d822f468bf65b8c7223875,1223.7724818091,0.1638230000,0.0378184323,0.0094267483,0.0000000000,0.0472451806
0xe908c2d5613d24d49e376f19715c795db8e04f81,631.3154588788,0.6006830000,0.0195096403,0.0178310994,0.0084105267,0.0457512664
0xfb1398ac62f7da1c7034b01813263ddc8e7a266a,1255.1045615313,0.0784980000,0.0387866924,0.0046326006,0.0000000000,0.0434192930
0x149477f884094820b413b59cdace31ccdca387e4,786.9541558000,0.0546080000,0.0243193673,0.0020206545,0.0146099445,0.0409499663
0x10b989914a478ed7de2d2c4cc4e835bbd3de229b,1285.8999564074,0.0000000000,0.0397383673,0.0000000000,0.0000000000,0.0397383673
0xcd5b5a0e19252f5e607c34e63154ba2cbccdcd22,913.9684865087,0.2116040000,0.0282445110,0.0090937173,0.0000000000,0.0373382283
0x98289029b0d4bb73ead9eb1a3300ed724fcf6779,690.9162259978,0.4505120000,0.0213514921,0.0146358554,0.0000000000,0.0359873476
0xf2b26a38f626a377afaca16532a55316c18df0fa,1015.8280000000,0.0409560000,0.0313922915,0.0019562487,0.0000000000,0.0333485402
0xf6d5607094443963d9a84c5c0ede52a82a073162,650.7569333747,0.1126280000,0.0201104432,0.0034462877,0.0085687958,0.0321255267
0x860980abad6267c6dd35d8b1c1b14fa6741db3a6,745.9683201229,0.0307170000,0.0230527756,0.0010774213,0.0070769258,0.0312071226
0x0030b9f1925408d79be83c7cecfffdbacb638e9b,654.9525000000,0.1262800000,0.0202400995,0.0038889354,0.0062313990,0.0303604339
0xc279c8b5ce0128c99f9fc4671356e70a63ded798,632.8164803990,0.3412970000,0.0195560266,0.0101553900,0.0000000000,0.0297114166
0x8840603a7df575a6ea1f70280d4001b64282aaa8,449.6657615175,0.5563140000,0.0138960913,0.0117624060,0.0000000000,0.0256584973
0xc8dcf0d52649ff340266f5fe69d4ba8e9498eccc,519.6619823050,0.0819110000,0.0160591955,0.0020014720,0.0042006111,0.0222612786
0xa0ab8eddf14a5174688e2eb1bdb69cdf377142c3,567.0000000000,0.0068260000,0.0175220896,0.0001819850,0.0000000000,0.0177040747
0x585e184dc84968f83e5702659e7e4546545979c0,489.9650557710,0.1058020000,0.0151414667,0.0024375040,0.0000000000,0.0175789707
0x1091232c61eee86418dc93a5c895db3490386501,530.4638027088,0.0068260000,0.0163930058,0.0001702583,0.0000000000,0.0165632641
0x0628c084f4b72c1297e96c7005f309ae89f982a6,165.0000000000,0.7645050000,0.0050990208,0.0059313101,0.0000000000,0.0110303309
0x6fd155b9d52f80e8a73a8a2537268602978486e2,176.5780888457,0.0238910000,0.0054568203,0.0001983616,0.0000000000,0.0056551818
0x352d68686d21237582566c6b95dd7edbf04314da,150.0000000000,0.1194540000,0.0046354734,0.0008425163,0.0000000000,0.0054779897
0xdc12a60d22d556ced025ad468536f457dfdc8797,117.8823101349,0.3242320000,0.0036429355,0.0017971771,0.0000000000,0.0054401125
0x3144edaed85adeef318f5d298c29d9871925d44c,64.0000000000,0.0648460000,0.0019778020,0.0001951414,0.0000000000,0.0021729435
0x415817fe2945611ea8d9c698a2d8bec4c5a6b68f,64.7365220227,0.0000000000,0.0020005629,0.0000000000,0.0000000000,0.0020005629
0xfe791b87f607ae6be8449e64d393c91be46a1245,32.0000000000,0.6211600000,0.0009889010,0.0009346302,0.0000000000,0.0019235312
0x505d867c40931bf56393f23cfa766fff8fa406e3,31.5592697372,0.3924910000,0.0009752810,0.0005824290,0.0000000000,0.0015577101
0x9d375719442c8d57ca9658ede45336787648381f,38.2047274414,0.1501710000,0.0011806467,0.0002697674,0.0000000000,0.0014504141
0x76e059c6ff6bf9fffd5f33afdf4ab2fd511c9df4,33.1243491210,0.2696250000,0.0010236469,0.0004199464,0.0000000000,0.0014435933
0xdc6953c238c4ffff57d7c16ac32bc716f7074e3a,33.0850000000,0.1808870000,0.0010224309,0.0002814005,0.0000000000,0.0013038314
0x4ca790b2c94af33009f5e7e2a419d766d77aa88a,32.6864750000,0.1467580000,0.0010101152,0.0002255570,0.0000000000,0.0012356722
0x2f2b6fcd1050ef4f406f314897d08df1c327dab6,27.0200000000,0.0068260000,0.0008350033,0.0000086724,0.0000000000,0.0008436757
0xb7696dca94a198b4e3a10fb37c37101f02d42613,11.0010006794,0.4539250000,0.0003399656,0.0002348025,0.0000000000,0.0005747681
0x500faf5a49ae5085482d156fe7970578114c7d0b,10.0533881763,0.1979520000,0.0003106814,0.0000935748,0.0000000000,0.0004042562
0xe89629e79eb922412ae640a3c3abdbabe228b02e,11.8004122200,0.0034130000,0.0003646700,0.0000018937,0.0000000000,0.0003665637
0x57f1a63b97ec36777054a4a94468083ae9cf0cc8,11.3318416582,0.0034130000,0.0003501897,0.0000018185,0.0000000000,0.0003520082
0xeab804590011d0650fcb6c4da1870c6e9ca062d1,5.4226161725,0.6313990000,0.0001675760,0.0001609901,0.0000000000,0.0003285660
0x7f21b3e952ae82d10f66e03a9b39d198728a31e0,6.0160000000,0.0546080000,0.0001859134,0.0000154472,0.0000000000,0.0002013606
0xbfe09443556773958bae1699b786d8e9680b5571,5.0000000000,0.0000000000,0.0001545158,0.0000000000,0.0000000000,0.0001545158
0x8b881349c69fda7e1121ae397383aa2002f9f418,4.0000000000,0.0989760000,0.0001236126,0.0000186156,0.0000000000,0.0001422282
0xe29555e804e414e295e2a059fc49d002ec18f268,2.4325983564,0.0000000000,0.0000751750,0.0000000000,0.0000000000,0.0000751750
0x9ec09fdac8784ac5004546bd07f0ab5c69205c90,2.0000000000,0.0716720000,0.0000618063,0.0000067401,0.0000000000,0.0000685464
0x70b28588e1cc776764d594665346ff16fa4af641,1.0003321529,0.5972700000,0.0000309134,0.0000280932,0.0000000000,0.0000590066
0xb850037136c6ff3a8df3e2e2ed1088b38b27ec7a,1.4433585162,0.0955630000,0.0000446043,0.0000064856,0.0000000000,0.0000510899
0xb2fe5c3c7231b1117da36e7b29731693fbbc6f7a,1.0000000000,0.2457340000,0.0000309032,0.0000115545,0.0000000000,0.0000424577
0x147510ebb636d80bb080de8fbb3df2e925a26e15,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0x1523afb8e48cfad26700191495e2672f7140080f,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0x21ff9d23e14f3ec0cfc90fa624ef224418fcc5a8,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0x38dcfa6b1263c33fbbc2bafd4882a7dd5027472d,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0x4d12a4aad451c3209ed3a660e463ba71fef37d7c,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0x7a04bd08fc016eaf2fa2090bf52ddc26012517a8,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0x93e0990c31f0933ae4578901c4fce42ed3bcf6ee,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0x95d2538129c1fac1afebc5c765a406e5f28888f9,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0xa0d0d863ceaa8c65e579b75474c46dddc8e4604a,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0xacc94d70faf5539197307bc6e01907e60d760b28,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0xbef8f29e284b14817cf6e6a4e29fc93360ac9999,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0xc4cd22191f27d2cbcab7ba7be07b3655688147bc,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0xd71230207b61d8a72021b9fb509e469dc5ba1366,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0xe6b84dad5d26de2712d0c524dab35610e71b452d,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0xe8eeeada50b535f415d630791f330dabf3870877,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0xee2acdcd6c9d46e216ccaab94899f26234d258a7,1.0000000000,0.0409560000,0.0000309032,0.0000019258,0.0000000000,0.0000328289
0xa6ac718a9bc4f265f6e1297168e55d05d3722bf3,1.0000000000,0.0375430000,0.0000309032,0.0000017653,0.0000000000,0.0000326684
0xd248a27d2bbacb0ff7d8d92d48a62d6a090832ae,1.0000000000,0.0375430000,0.0000309032,0.0000017653,0.0000000000,0.0000326684
0xed4ca23fe53a936f3b74906b731f730dfd269508,1.0000000000,0.0375430000,0.0000309032,0.0000017653,0.0000000000,0.0000326684
0x377aacf0420fb9b132e95b64a43232ba054eafac,0.8421593040,0.1433450000,0.0000260254,0.0000056763,0.0000000000,0.0000317017
0xf0b7b2b988971264466483fff4d25e1d48747bfe,1.0000000000,0.0068260000,0.0000309032,0.0000003210,0.0000000000,0.0000312241
0x9decc84cc0b18e9c294aefd2e4c59e8978fd838c,0.2984793138,0.1740610000,0.0000092240,0.0000024429,0.0000000000,0.0000116668
0x0f53809658e5364bbdb368579d2b3d6052cc66d1,0.0000000000,0.0034130000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0x1dc6074361a3cddee55a61c92bcf7de1667e1096,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0x2e2bb9ad2ad0bc19728700896cc9562f24010552,0.0000000000,0.0102390000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0x4362a29e330427d951f1aa58d7e3e86ac9e4b4e1,0.0000000000,0.2218430000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0x498a5c82ad174675f8c90ce3b07a5355fbf985ce,0.0000000000,0.0614330000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0x65e856c356f0c220fc69c51a66b007748c7596e4,0.0000000000,0.2252560000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0x7bb8705a3581f549c039401903251aa010ade9c6,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0x8d46fd7160940d89da026d59b2e819208e714e82,0.0000000000,0.0443690000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0xe23a08d8effdaed32cc1d7b0a156fc32a70e4188,0.0000000000,0.0034130000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0xf0daa608870165adc7123577738ca3744d0c25c9,0.0000000000,0.1296930000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
